applicant_id,prediction
"280","0"
"281","0"
"282","0"
"283","0"
"284","0"
"285","0"
"286","0"
"287","0"
"288","0"
"289","0"
"290","0"
"291","0"
"292","0"
"293","0"
"294","1"
"295","1"
"296","0"
"297","0"
"298","0"
"299","0"
"300","0"
"301","1"
"302","1"
"303","0"
"304","0"
"305","0"
"306","0"
"307","0"
"308","0"
"309","0"
"310","0"
"311","0"
"312","1"
"313","0"
"314","1"
"315","0"
"316","0"
"317","0"
"318","0"
"319","0"
"320","1"
"321","0"
"322","1"
"323","0"
"324","0"
"325","0"
"326","0"
"327","1"
"328","0"
"329","0"
"330","0"
"331","1"
"332","0"
"333","1"
"334","0"
"335","0"
"336","0"
"337","1"
"338","1"
"339","0"
"340","0"
"341","1"
"342","0"
"343","1"
"344","0"
"345","0"
"346","0"
"347","0"
"348","0"
"349","1"
"350","0"
"351","1"
"352","0"
"353","1"
"354","1"
"355","1"
"356","1"
"357","1"
"358","0"
"359","0"
"360","1"
"361","0"
"362","0"
"363","0"
"364","1"
"365","0"
"366","1"
"367","0"
"368","1"
"369","0"
"370","0"
"371","1"
"372","1"
"373","0"
"374","0"
"375","0"
"376","1"
"377","1"
"378","0"
"379","0"
"380","1"
"381","0"
"382","1"
"383","0"
"384","0"
"385","1"
"386","1"
"387","0"
"388","0"
"389","0"
"390","1"
"391","0"
"392","0"
"393","0"
"394","0"
"395","0"
"396","1"
"397","1"
"398","0"
"399","1"
"400","0"
"401","1"
"402","1"
"403","1"
"404","0"
"405","0"
"406","0"
"407","0"
"408","0"
"409","0"
"410","1"
"411","0"
"412","0"
"413","0"
"414","0"
"415","1"
"416","1"
"417","0"
"418","0"
"419","0"
"420","1"
"421","0"
"422","0"
"423","1"
"424","1"
"425","1"
"426","0"
"427","1"
"428","1"
"429","1"
"430","0"
"431","1"
"432","1"
"433","0"
"434","0"
"435","0"
"436","0"
"437","1"
"438","1"
"439","0"
"440","1"
"441","0"
"442","1"
"443","1"
"444","0"
"445","0"
"446","0"
"447","1"
"448","1"
"449","0"
"450","0"
"451","0"
"452","0"
"453","0"
"454","0"
"455","1"
"456","0"
"457","0"
"458","0"
"459","0"
"460","1"
"461","0"
"462","0"
"463","0"
"464","1"
"465","0"
"466","0"
"467","0"
"468","1"
"469","0"
"470","0"
"471","1"
"472","0"
"473","1"
"474","0"
"475","0"
"476","0"
"477","0"
"478","1"
"479","0"
"480","0"
"481","1"
"482","1"
"483","0"
"484","0"
"485","0"
"486","0"
"487","0"
"488","0"
"489","0"
"490","1"
"491","0"
"492","0"
"493","0"
"494","0"
"495","0"
"496","1"
"497","0"
"498","1"
"499","1"
"500","1"
"501","1"
"502","0"
"503","0"
"504","1"
"505","1"
"506","1"
"507","1"
"508","0"
"509","1"
"510","1"
"511","1"
"512","1"
"513","1"
"514","1"
"515","1"
"516","1"
"517","1"
"518","1"
"519","1"
"520","0"
"521","0"
"522","1"
"523","0"
"524","0"
"525","1"
"526","0"
"527","0"
"528","0"
"529","1"
"530","1"
"531","1"
"532","0"
"533","0"
"534","1"
"535","1"
"536","0"
"537","0"
"538","1"
"539","1"
"540","0"
"541","0"
"542","0"
"543","1"
"544","1"
"545","1"
"546","0"
"547","1"
"548","0"
"549","0"
"550","0"
"551","0"
"552","1"
"553","0"
"554","0"
"555","1"
"556","0"
"557","0"
"558","1"
"559","0"
"560","0"
"561","0"
"562","0"
"563","1"
"564","1"
"565","0"
"566","0"
"567","1"
"568","0"
"569","0"
"570","1"
"571","1"
"572","0"
"573","1"
"574","0"
"575","0"
"576","1"
"577","1"
"578","1"
"579","1"
"580","1"
"581","0"
"582","0"
"583","1"
"584","0"
"585","0"
"586","0"
"587","0"
"588","0"
"589","1"
"590","1"
"591","0"
"592","1"
"593","0"
"594","1"
"595","0"
"596","1"
"597","1"
"598","0"
"599","1"
"600","0"
"601","0"
"602","1"
"603","1"
"604","0"
"605","1"
"606","0"
"607","0"
"608","0"
"609","1"
"610","0"
"611","0"
"612","0"
"613","1"
"614","1"
"615","0"
"616","0"
"617","0"
"618","0"
"619","0"
"620","1"
"621","1"
"622","0"
"623","0"
"624","0"
"625","0"
"626","0"
"627","1"
"628","1"
"629","0"
"630","1"
"631","0"
"632","1"
"633","1"
"634","1"
"635","1"
"636","0"
"637","1"
"638","0"
"639","0"
"640","1"
"641","1"
"642","0"
"643","0"
"644","1"
"645","0"
"646","0"
"647","1"
"648","0"
"649","1"
"650","0"
"651","1"
"652","0"
"653","0"
"654","0"
"655","0"
"656","0"
"657","0"
"658","0"
"659","1"
"660","1"
"661","0"
"662","0"
"663","0"
"664","1"
"665","0"
"666","1"
"667","0"
"668","1"
"669","1"
"670","0"
"671","0"
"672","1"
"673","0"
"674","0"
"675","0"
"676","0"
"677","0"
"678","1"
"679","1"
"680","0"
"681","0"
"682","0"
"683","1"
"684","0"
"685","1"
"686","1"
"687","1"
"688","0"
"689","0"
"690","1"
"691","0"
"692","0"
"693","1"
"694","1"
"695","0"
"696","0"
"697","1"
"698","1"
"699","0"
"700","1"
"701","0"
"702","0"
"703","1"
"704","0"
"705","0"
"706","0"
"707","0"
"708","1"
"709","0"
"710","1"
"711","0"
"712","0"
"713","0"
"714","1"
"715","0"
"716","0"
"717","1"
"718","0"
"719","1"
"720","0"
"721","1"
"722","0"
"723","0"
"724","0"
"725","1"
"726","0"
"727","0"
"728","1"
"729","0"
"730","0"
"731","1"
"732","0"
"733","0"
"734","0"
"735","0"
"736","0"
"737","0"
"738","0"
"739","1"
"740","0"
"741","0"
"742","0"
"743","1"
"744","0"
"745","1"
"746","1"
"747","0"
"748","0"
"749","1"
"750","0"
"751","0"
"752","0"
"753","0"
"754","1"
"755","0"
"756","0"
"757","0"
"758","0"
"759","1"
"760","0"
"761","0"
"762","1"
"763","1"
"764","0"
"765","0"
"766","0"
"767","0"
"768","0"
"769","0"
"770","0"
"771","0"
"772","0"
"773","0"
"774","1"
"775","1"
"776","0"
"777","1"
"778","0"
"779","0"
"780","0"
"781","0"
"782","0"
"783","0"
"784","1"
"785","0"
"786","0"
"787","0"
"788","0"
"789","0"
"790","0"
"791","0"
"792","1"
"793","0"
"794","0"
"795","0"
"796","0"
"797","0"
"798","1"
"799","1"
"800","1"
"801","1"
"802","0"
"803","1"
"804","0"
"805","0"
"806","0"
"807","0"
"808","0"
"809","0"
"810","0"
"811","0"
"812","0"
"813","0"
"814","0"
"815","0"
"816","1"
"817","0"
"818","1"
"819","1"
"820","1"
"821","1"
"822","1"
"823","0"
"824","0"
"825","0"
"826","1"
"827","0"
"828","0"
"829","0"
"830","0"
"831","1"
"832","1"
"833","0"
"834","0"
"835","1"
"836","0"
"837","1"
"838","1"
"839","0"
"840","0"
"841","0"
"842","0"
"843","0"
"844","0"
"845","1"
"846","0"
"847","1"
"848","0"
"849","0"
"850","0"
"851","0"
"852","1"
"853","1"
"854","1"
"855","0"
"856","1"
"857","0"
"858","1"
"859","0"
"860","0"
"861","0"
"862","1"
"863","1"
"864","0"
"865","1"
"866","0"
"867","0"
"868","0"
"869","1"
"870","0"
"871","0"
"872","0"
"873","1"
"874","0"
"875","0"
"876","0"
"877","0"
"878","0"
"879","0"
"880","0"
"881","0"
"882","0"
"883","1"
"884","0"
"885","0"
"886","1"
"887","0"
"888","0"
"889","0"
"890","1"
"891","1"
"892","1"
"893","1"
"894","0"
"895","1"
"896","0"
"897","0"
"898","1"
"899","1"
"900","0"
"901","0"
"902","0"
"903","1"
"904","0"
"905","0"
"906","0"
"907","1"
"908","1"
"909","0"
"910","0"
"911","0"
"912","0"
"913","0"
"914","0"
"915","0"
"916","0"
"917","0"
"918","1"
"919","0"
"920","0"
"921","0"
"922","0"
"923","0"
"924","0"
"925","0"
"926","1"
"927","0"
"928","1"
"929","0"
"930","0"
"931","1"
"932","1"
"933","0"
"934","1"
"935","0"
"936","0"
"937","1"
"938","0"
"939","1"
"940","0"
"941","0"
"942","1"
"943","0"
"944","1"
"945","0"
"946","0"
"947","1"
"948","0"
"949","0"
"950","0"
"951","0"
"952","0"
"953","1"
"954","1"
"955","0"
"956","0"
"957","1"
"958","0"
"959","1"
"960","1"
"961","1"
"962","0"
"963","1"
"964","0"
"965","0"
"966","1"
"967","0"
"968","0"
"969","0"
"970","0"
"971","0"
"972","1"
"973","1"
"974","1"
"975","0"
"976","0"
"977","1"
"978","0"
"979","0"
"980","0"
"981","1"
"982","1"
"983","1"
"984","0"
"985","1"
"986","1"
"987","1"
"988","0"
"989","1"
"990","1"
"991","1"
"992","0"
"993","0"
"994","0"
"995","0"
"996","1"
"997","0"
"998","0"
"999","1"
"1000","1"
"1001","0"
"1002","1"
"1003","0"
"1004","0"
"1005","1"
"1006","1"
"1007","0"
"1008","1"
"1009","0"
"1010","1"
"1011","0"
"1012","1"
"1013","1"
"1014","1"
"1015","0"
"1016","0"
"1017","0"
"1018","0"
"1019","0"
"1020","1"
"1021","1"
"1022","1"
"1023","0"
"1024","0"
"1025","1"
"1026","0"
"1027","1"
"1028","1"
"1029","0"
"1030","1"
"1031","0"
"1032","1"
"1033","0"
"1034","0"
"1035","1"
"1036","0"
"1037","0"
"1038","1"
"1039","0"
"1040","0"
"1041","1"
"1042","1"
"1043","0"
"1044","0"
"1045","0"
"1046","0"
"1047","0"
"1048","0"
"1049","0"
"1050","0"
"1051","1"
"1052","0"
"1053","0"
"1054","1"
"1055","1"
"1056","0"
"1057","0"
"1058","0"
"1059","0"
"1060","1"
"1061","0"
"1062","0"
"1063","0"
"1064","0"
"1065","1"
"1066","1"
"1067","1"
"1068","0"
"1069","1"
"1070","0"
"1071","0"
"1072","1"
"1073","0"
"1074","0"
"1075","1"
"1076","0"
"1077","0"
"1078","1"
"1079","1"
"1080","0"
"1081","1"
"1082","0"
"1083","0"
"1084","0"
"1085","0"
"1086","0"
"1087","0"
"1088","1"
"1089","0"
"1090","0"
"1091","0"
"1092","0"
"1093","0"
"1094","1"
"1095","0"
"1096","0"
"1097","0"
"1098","0"
"1099","0"
"1100","1"
"1101","1"
"1102","0"
"1103","0"
"1104","0"
"1105","0"
"1106","1"
"1107","0"
"1108","1"
"1109","1"
"1110","1"
"1111","0"
"1112","0"
"1113","1"
"1114","0"
"1115","1"
"1116","0"
"1117","0"
"1118","0"
"1119","1"
"1120","1"
"1121","1"
"1122","0"
"1123","0"
"1124","1"
"1125","0"
"1126","1"
"1127","0"
"1128","0"
"1129","0"
"1130","0"
"1131","0"
"1132","1"
"1133","0"
"1134","1"
"1135","1"
"1136","0"
"1137","1"
"1138","0"
"1139","0"
"1140","0"
"1141","0"
"1142","1"
"1143","1"
"1144","0"
"1145","0"
"1146","0"
"1147","0"
"1148","1"
"1149","0"
"1150","0"
"1151","0"
"1152","0"
"1153","1"
"1154","0"
"1155","0"
"1156","0"
"1157","1"
"1158","1"
"1159","0"
"1160","0"
"1161","0"
"1162","1"
"1163","0"
"1164","0"
"1165","0"
"1166","0"
"1167","0"
"1168","0"
"1169","1"
"1170","0"
"1171","1"
"1172","1"
"1173","0"
"1174","0"
"1175","1"
"1176","0"
"1177","1"
"1178","0"
"1179","0"
"1180","0"
"1181","1"
"1182","1"
"1183","1"
"1184","0"
"1185","1"
"1186","1"
"1187","0"
"1188","0"
"1189","1"
"1190","1"
"1191","1"
"1192","1"
"1193","0"
"1194","1"
"1195","0"
"1196","0"
"1197","0"
"1198","0"
"1199","1"
"1200","0"
"1201","0"
"1202","0"
"1203","0"
"1204","0"
"1205","0"
"1206","1"
"1207","1"
"1208","0"
"1209","0"
"1210","0"
"1211","1"
"1212","0"
"1213","1"
"1214","1"
"1215","1"
"1216","0"
"1217","0"
"1218","1"
"1219","0"
"1220","0"
"1221","0"
"1222","1"
"1223","1"
"1224","1"
"1225","0"
"1226","1"
"1227","0"
"1228","0"
"1229","0"
"1230","0"
"1231","1"
"1232","0"
"1233","1"
"1234","0"
"1235","0"
"1236","1"
"1237","1"
"1238","0"
"1239","1"
"1240","0"
"1241","0"
"1242","0"
"1243","0"
"1244","0"
"1245","0"
"1246","0"
"1247","0"
"1248","0"
"1249","1"
"1250","0"
"1251","0"
"1252","1"
"1253","0"
"1254","0"
"1255","1"
"1256","1"
"1257","0"
"1258","1"
"1259","0"
"1260","0"
"1261","0"
"1262","0"
"1263","0"
"1264","1"
"1265","1"
"1266","0"
"1267","1"
"1268","0"
"1269","1"
"1270","0"
"1271","1"
"1272","0"
"1273","1"
"1274","0"
"1275","0"
"1276","0"
"1277","0"
"1278","0"
"1279","1"
"1280","0"
"1281","1"
"1282","0"
"1283","1"
"1284","1"
"1285","0"
"1286","0"
"1287","1"
"1288","1"
"1289","0"
"1290","0"
"1291","0"
"1292","0"
"1293","0"
"1294","0"
"1295","1"
"1296","1"
"1297","1"
"1298","0"
"1299","1"
"1300","1"
"1301","0"
"1302","0"
"1303","0"
"1304","1"
"1305","1"
"1306","0"
"1307","0"
"1308","0"
"1309","0"
"1310","0"
"1311","1"
"1312","1"
"1313","1"
"1314","1"
"1315","1"
"1316","0"
"1317","0"
"1318","0"
"1319","0"
"1320","0"
"1321","0"
"1322","1"
"1323","1"
"1324","0"
"1325","1"
"1326","0"
"1327","0"
"1328","0"
"1329","1"
"1330","1"
"1331","0"
"1332","0"
"1333","0"
"1334","1"
"1335","0"
"1336","1"
"1337","1"
"1338","1"
"1339","1"
"1340","1"
"1341","1"
"1342","0"
"1343","0"
"1344","1"
"1345","0"
"1346","1"
"1347","1"
"1348","0"
"1349","0"
"1350","0"
"1351","1"
"1352","1"
"1353","0"
"1354","1"
"1355","1"
"1356","0"
"1357","0"
"1358","1"
"1359","0"
"1360","0"
"1361","0"
"1362","0"
"1363","1"
"1364","0"
"1365","0"
"1366","0"
"1367","0"
"1368","0"
"1369","0"
"1370","1"
"1371","0"
"1372","1"
"1373","0"
"1374","1"
"1375","0"
"1376","0"
"1377","0"
"1378","0"
"1379","1"
"1380","1"
"1381","0"
"1382","0"
"1383","0"
"1384","0"
"1385","1"
"1386","1"
"1387","1"
"1388","0"
"1389","0"
"1390","1"
"1391","0"
"1392","1"
"1393","0"
"1394","0"
"1395","1"
"1396","1"
"1397","0"
"1398","1"
"1399","0"
"1400","1"
"1401","0"
"1402","0"
"1403","0"
"1404","0"
"1405","0"
"1406","1"
"1407","0"
"1408","0"
"1409","0"
"1410","0"
"1411","0"
"1412","0"
"1413","1"
"1414","0"
"1415","1"
"1416","1"
"1417","0"
"1418","0"
"1419","1"
"1420","1"
"1421","1"
"1422","0"
"1423","1"
"1424","0"
"1425","1"
"1426","0"
"1427","0"
"1428","0"
"1429","1"
"1430","1"
"1431","0"
"1432","0"
"1433","1"
"1434","0"
"1435","0"
"1436","1"
"1437","1"
"1438","1"
"1439","1"
"1440","0"
"1441","1"
"1442","1"
"1443","0"
"1444","0"
"1445","0"
"1446","1"
"1447","0"
"1448","0"
"1449","0"
"1450","0"
"1451","1"
"1452","0"
"1453","0"
"1454","1"
"1455","0"
"1456","0"
"1457","1"
"1458","0"
"1459","1"
"1460","0"
"1461","0"
"1462","1"
"1463","0"
"1464","0"
"1465","0"
"1466","1"
"1467","1"
"1468","0"
"1469","0"
"1470","1"
"1471","0"
"1472","1"
"1473","1"
"1474","1"
"1475","0"
"1476","0"
"1477","0"
"1478","0"
"1479","1"
"1480","0"
"1481","1"
"1482","1"
"1483","0"
"1484","0"
"1485","1"
"1486","1"
"1487","0"
"1488","0"
"1489","1"
"1490","1"
"1491","0"
"1492","0"
"1493","1"
"1494","0"
"1495","1"
"1496","0"
"1497","1"
"1498","1"
"1499","0"
"1500","0"
"1501","0"
"1502","0"
"1503","0"
"1504","1"
"1505","1"
"1506","0"
"1507","0"
"1508","1"
"1509","1"
"1510","1"
"1511","1"
"1512","1"
"1513","0"
"1514","0"
"1515","0"
"1516","1"
"1517","0"
"1518","0"
"1519","0"
"1520","0"
"1521","0"
"1522","1"
"1523","1"
"1524","1"
"1525","0"
"1526","1"
"1527","1"
"1528","1"
"1529","0"
"1530","0"
"1531","1"
"1532","0"
"1533","0"
"1534","1"
"1535","0"
"1536","1"
"1537","0"
"1538","0"
"1539","1"
"1540","0"
"1541","1"
"1542","1"
"1543","0"
"1544","0"
"1545","0"
"1546","0"
"1547","1"
"1548","0"
"1549","1"
"1550","0"
"1551","1"
"1552","0"
"1553","0"
"1554","0"
"1555","0"
"1556","0"
"1557","0"
"1558","1"
"1559","1"
"1560","0"
"1561","1"
"1562","1"
"1563","0"
"1564","0"
"1565","1"
"1566","0"
"1567","0"
"1568","0"
"1569","1"
"1570","1"
"1571","0"
"1572","0"
"1573","0"
"1574","0"
"1575","0"
"1576","1"
"1577","0"
"1578","1"
"1579","0"
"1580","1"
"1581","0"
"1582","0"
"1583","0"
"1584","1"
"1585","1"
"1586","0"
"1587","0"
"1588","1"
"1589","0"
"1590","1"
"1591","0"
"1592","1"
"1593","0"
"1594","1"
"1595","1"
"1596","0"
"1597","0"
"1598","0"
"1599","0"
"1600","1"
"1601","0"
"1602","1"
"1603","0"
"1604","0"
"1605","1"
"1606","0"
"1607","0"
"1608","0"
"1609","1"
"1610","0"
"1611","1"
"1612","1"
"1613","0"
"1614","0"
"1615","0"
"1616","1"
"1617","0"
"1618","0"
"1619","1"
"1620","0"
"1621","1"
"1622","0"
"1623","0"
"1624","0"
"1625","1"
"1626","1"
"1627","0"
"1628","0"
"1629","0"
"1630","0"
"1631","0"
"1632","1"
"1633","0"
"1634","0"
"1635","0"
"1636","0"
"1637","1"
"1638","0"
"1639","0"
"1640","1"
"1641","0"
"1642","1"
"1643","1"
"1644","0"
"1645","1"
"1646","0"
"1647","0"
"1648","1"
"1649","0"
"1650","0"
"1651","0"
"1652","1"
"1653","0"
"1654","1"
"1655","0"
"1656","0"
"1657","1"
"1658","0"
"1659","1"
"1660","0"
"1661","0"
"1662","1"
"1663","1"
"1664","0"
"1665","1"
"1666","0"
"1667","1"
"1668","0"
"1669","0"
"1670","0"
"1671","1"
"1672","0"
"1673","1"
"1674","1"
"1675","1"
"1676","1"
"1677","1"
"1678","1"
"1679","0"
"1680","1"
"1681","0"
"1682","1"
"1683","0"
"1684","0"
"1685","0"
"1686","0"
"1687","1"
"1688","0"
"1689","1"
"1690","1"
"1691","0"
"1692","1"
"1693","0"
"1694","0"
"1695","0"
"1696","1"
"1697","1"
"1698","1"
"1699","0"
"1700","1"
"1701","1"
"1702","1"
"1703","0"
"1704","0"
"1705","0"
"1706","1"
"1707","0"
"1708","1"
"1709","0"
"1710","0"
"1711","0"
"1712","1"
"1713","0"
"1714","0"
"1715","0"
"1716","0"
"1717","1"
"1718","1"
"1719","0"
"1720","0"
"1721","0"
"1722","1"
"1723","0"
"1724","0"
"1725","0"
"1726","1"
"1727","1"
"1728","0"
"1729","1"
"1730","0"
"1731","0"
"1732","0"
"1733","0"
"1734","1"
"1735","1"
"1736","1"
"1737","1"
"1738","0"
"1739","0"
"1740","1"
"1741","0"
"1742","0"
"1743","1"
"1744","1"
"1745","0"
"1746","0"
"1747","1"
"1748","0"
"1749","1"
"1750","1"
"1751","1"
"1752","1"
"1753","1"
"1754","0"
"1755","1"
"1756","0"
"1757","1"
"1758","0"
"1759","0"
"1760","0"
"1761","1"
"1762","1"
"1763","0"
"1764","1"
"1765","0"
"1766","0"
"1767","1"
"1768","1"
"1769","0"
"1770","1"
"1771","1"
"1772","1"
"1773","1"
"1774","0"
"1775","0"
"1776","0"
"1777","1"
"1778","1"
"1779","1"
"1780","0"
"1781","0"
"1782","0"
"1783","1"
"1784","0"
"1785","0"
"1786","0"
"1787","1"
"1788","0"
"1789","1"
"1790","0"
"1791","1"
"1792","0"
"1793","1"
"1794","0"
"1795","0"
"1796","1"
"1797","0"
"1798","0"
"1799","1"
"1800","1"
"1801","0"
"1802","1"
"1803","1"
"1804","0"
"1805","0"
"1806","0"
"1807","0"
"1808","1"
"1809","1"
"1810","0"
"1811","0"
"1812","1"
"1813","0"
"1814","0"
"1815","0"
"1816","0"
"1817","1"
"1818","0"
"1819","0"
"1820","1"
"1821","0"
"1822","1"
"1823","1"
"1824","0"
"1825","0"
"1826","0"
"1827","1"
"1828","1"
"1829","1"
"1830","1"
"1831","0"
"1832","1"
"1833","1"
"1834","1"
"1835","0"
"1836","0"
"1837","1"
"1838","0"
"1839","1"
"1840","0"
"1841","1"
"1842","0"
"1843","1"
"1844","0"
"1845","0"
"1846","0"
"1847","1"
"1848","1"
"1849","1"
"1850","1"
"1851","0"
"1852","1"
"1853","1"
"1854","1"
"1855","1"
"1856","0"
"1857","1"
"1858","0"
"1859","1"
"1860","0"
"1861","0"
"1862","1"
"1863","0"
"1864","0"
"1865","0"
"1866","0"
"1867","1"
"1868","1"
"1869","1"
"1870","0"
"1871","0"
"1872","1"
"1873","0"
"1874","0"
"1875","0"
"1876","0"
"1877","0"
"1878","0"
"1879","1"
"1880","0"
"1881","0"
"1882","1"
"1883","0"
"1884","0"
"1885","0"
"1886","1"
"1887","0"
"1888","0"
"1889","0"
"1890","0"
"1891","0"
"1892","0"
"1893","0"
"1894","0"
"1895","1"
"1896","0"
"1897","0"
"1898","0"
"1899","0"
"1900","0"
"1901","0"
"1902","0"
"1903","0"
"1904","0"
"1905","1"
"1906","0"
"1907","1"
"1908","0"
"1909","1"
"1910","1"
"1911","1"
"1912","0"
"1913","0"
"1914","0"
"1915","1"
"1916","1"
"1917","1"
"1918","0"
"1919","1"
"1920","1"
"1921","1"
"1922","0"
"1923","1"
"1924","0"
"1925","0"
"1926","0"
"1927","0"
"1928","0"
"1929","1"
"1930","1"
"1931","1"
"1932","0"
"1933","1"
"1934","1"
"1935","0"
"1936","1"
"1937","0"
"1938","1"
"1939","0"
"1940","0"
"1941","1"
"1942","0"
"1943","0"
"1944","0"
"1945","1"
"1946","1"
"1947","0"
"1948","0"
"1949","1"
"1950","1"
"1951","1"
"1952","0"
"1953","1"
"1954","0"
"1955","1"
"1956","0"
"1957","1"
"1958","0"
"1959","0"
"1960","0"
"1961","0"
"1962","1"
"1963","0"
"1964","1"
"1965","0"
"1966","0"
"1967","0"
"1968","0"
"1969","1"
"1970","1"
"1971","0"
"1972","0"
"1973","0"
"1974","0"
"1975","1"
"1976","1"
"1977","0"
"1978","1"
"1979","0"
"1980","1"
"1981","1"
"1982","1"
"1983","0"
"1984","0"
"1985","1"
"1986","1"
"1987","0"
"1988","1"
"1989","0"
"1990","0"
"1991","0"
"1992","0"
"1993","0"
"1994","0"
"1995","0"
"1996","0"
"1997","0"
"1998","1"
"1999","0"
"2000","1"
"2001","1"
"2002","0"
"2003","1"
"2004","1"
"2005","0"
"2006","0"
"2007","0"
"2008","0"
"2009","0"
"2010","0"
"2011","1"
"2012","1"
"2013","1"
"2014","0"
"2015","1"
"2016","1"
"2017","1"
"2018","1"
"2019","0"
"2020","0"
"2021","0"
"2022","0"
"2023","1"
"2024","0"
"2025","0"
"2026","0"
"2027","0"
"2028","1"
"2029","1"
"2030","0"
"2031","0"
"2032","1"
"2033","1"
"2034","0"
"2035","1"
"2036","0"
"2037","0"
"2038","1"
"2039","0"
"2040","1"
"2041","0"
"2042","0"
"2043","0"
"2044","0"
"2045","1"
"2046","1"
"2047","0"
"2048","1"
"2049","0"
"2050","0"
"2051","1"
"2052","0"
"2053","0"
"2054","0"
"2055","0"
"2056","1"
"2057","0"
"2058","0"
"2059","1"
"2060","0"
"2061","1"
"2062","1"
"2063","0"
"2064","0"
"2065","1"
"2066","0"
"2067","0"
"2068","0"
"2069","1"
"2070","1"
"2071","0"
"2072","0"
"2073","1"
"2074","0"
"2075","0"
"2076","1"
"2077","1"
"2078","0"
"2079","0"
"2080","0"
"2081","0"
"2082","0"
"2083","1"
"2084","1"
"2085","0"
"2086","1"
"2087","1"
"2088","1"
"2089","1"
"2090","0"
"2091","1"
"2092","0"
"2093","1"
"2094","1"
"2095","0"
"2096","0"
"2097","0"
"2098","0"
"2099","0"
"2100","1"
"2101","1"
"2102","0"
"2103","0"
"2104","0"
"2105","0"
"2106","0"
"2107","1"
"2108","0"
"2109","0"
"2110","1"
"2111","0"
"2112","1"
"2113","0"
"2114","1"
"2115","1"
"2116","0"
"2117","1"
"2118","0"
"2119","1"
"2120","1"
"2121","1"
"2122","0"
"2123","1"
"2124","1"
"2125","0"
"2126","0"
"2127","1"
"2128","0"
"2129","0"
"2130","1"
"2131","1"
"2132","0"
"2133","1"
"2134","0"
"2135","0"
"2136","1"
"2137","0"
"2138","1"
"2139","1"
