Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
82,American University,2.13,PhD,Miami,M,0.0,0,0.0,4,Data Scientist,05/18,10/23,N/A,N/A,N/A,N/A,N/A,N/A,4.42
83,Fordham University,2.39,Bachelors,Providence,N/A,0.0,1,0.0,4,Lawyer,09/17,06/23,N/A,N/A,N/A,N/A,N/A,N/A,6.68
84,Fordham University,2.44,PhD,Waltham,M,0.0,1,0.0,0,Junior SWE,01/19,05/23,ML Engineer,06/15,08/21,N/A,N/A,N/A,1.36
85,Fordham University,2.31,Bachelors,New York City,F,0.0,1,0.0,2,Lawyer,09/19,05/22,N/A,N/A,N/A,N/A,N/A,N/A,5.33
86,American University,3.81,Bachelors,Charlottesville,F,0.0,1,0.0,2,ML Engineer,12/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A,5.08
87,Harvard University,3.12,PhD,Los Angeles,F,0.0,0,1.0,4,Lawyer,08/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A,1.39
88,Fordham University,2.89,Bachelors,Providence,M,0.0,0,0.0,1,ML Engineer,06/18,02/23,Senior SWE,03/19,06/21,N/A,N/A,N/A,6.84
89,Brandeis University,1.15,Bachelors,Waltham,F,0.0,1,0.0,2,Senior SWE,02/17,10/21,Lawyer,07/19,08/21,N/A,N/A,N/A,0.88
90,Howard University,3.71,Bachelors,Providence,M,1.0,1,0.0,3,ML Engineer,10/20,12/21,Lawyer,05/17,09/21,N/A,N/A,N/A,0.37
91,American University,3.73,PhD,Boston,F,0.0,1,N/A,4,Lawyer,03/20,12/22,Senior SWE,02/17,08/20,N/A,N/A,N/A,2.37
92,American University,3.34,Masters,Miami,M,0.0,1,0.0,2,Lawyer,04/17,05/22,Junior SWE,08/17,12/20,N/A,N/A,N/A,1.5
93,Harvard University,1.02,Masters,Providence,N/A,N/A,0,0.0,0,Lawyer,10/18,03/21,Senior SWE,02/16,04/19,N/A,N/A,N/A,7.54
94,American University,1.17,Bachelors,Charlottesville,M,0.0,0,0.0,4,Junior SWE,06/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,5.83
95,American University,1.68,Masters,Charlottesville,M,0.0,1,0.0,3,Senior SWE,09/17,03/23,N/A,N/A,N/A,N/A,N/A,N/A,3.36
96,Fordham University,1.39,Bachelors,Chicago,M,0.0,1,0.0,0,ML Engineer,04/19,12/21,Lawyer,03/17,04/20,N/A,N/A,N/A,3.81
97,Harvard University,2.2,Bachelors,Chicago,M,1.0,1,0.0,4,Data Scientist,02/19,06/22,N/A,N/A,N/A,N/A,N/A,N/A,2.52
98,Fordham University,3.77,Masters,Providence,M,0.0,1,0.0,4,ML Engineer,10/17,03/23,N/A,N/A,N/A,N/A,N/A,N/A,3.28
99,Howard University,2.42,Bachelors,Boston,F,0.0,1,0.0,2,Lawyer,07/17,03/23,Lawyer,08/18,04/20,N/A,N/A,N/A,4.22
100,Howard University,1.04,Bachelors,Boston,F,0.0,1,0.0,0,Data Scientist,12/19,06/21,ML Engineer,07/18,09/19,N/A,N/A,N/A,3.29
101,Fordham University,1.85,Bachelors,Los Angeles,F,0.0,1,0.0,4,Data Scientist,04/18,04/21,Junior SWE,07/16,02/20,N/A,N/A,N/A,8.78
102,Howard University,1.13,Bachelors,New York City,F,0.0,1,0.0,3,ML Engineer,12/17,09/22,N/A,N/A,N/A,N/A,N/A,N/A,2.5
103,Harvard University,1.11,PhD,New York City,M,0.0,1,0.0,0,ML Engineer,11/19,03/23,Lawyer,08/19,12/19,N/A,N/A,N/A,0.54
104,Providence University,1.83,Bachelors,Waltham,F,0.0,1,0.0,2,ML Engineer,11/19,06/21,ML Engineer,08/19,04/19,N/A,N/A,N/A,5.53
105,Fordham University,1.83,Masters,New York City,M,0.0,0,0.0,1,ML Engineer,01/18,01/22,ML Engineer,03/15,07/21,N/A,N/A,N/A,1.16
106,Brandeis University,3.36,Bachelors,Miami,F,0.0,1,0.0,4,Senior SWE,06/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A,8.68
107,Brandeis University,3.92,Bachelors,Boston,M,0.0,0,0.0,1,Junior SWE,09/19,10/23,N/A,N/A,N/A,N/A,N/A,N/A,8.13
108,American University,2.11,Bachelors,Los Angeles,M,0.0,1,0.0,4,Junior SWE,05/18,04/22,ML Engineer,06/16,10/20,N/A,N/A,N/A,1.56
109,Howard University,2.29,Masters,Chicago,M,1.0,0,1.0,2,ML Engineer,09/18,03/21,Junior SWE,11/19,02/20,N/A,N/A,N/A,8.91
110,Brandeis University,3.53,Masters,Charlottesville,F,1.0,0,0.0,2,Junior SWE,11/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A,1.68
111,American University,1.8,PhD,New York City,M,0.0,1,N/A,2,ML Engineer,10/17,09/21,N/A,N/A,N/A,N/A,N/A,N/A,3.39
112,Providence University,1.47,Masters,Chicago,F,N/A,1,N/A,2,ML Engineer,11/18,09/21,N/A,N/A,N/A,N/A,N/A,N/A,0.09
113,Harvard University,3.56,Bachelors,Chicago,M,0.0,0,0.0,0,ML Engineer,07/19,06/22,N/A,N/A,N/A,N/A,N/A,N/A,6.54
114,Harvard University,1.14,Masters,Providence,F,0.0,1,0.0,0,Senior SWE,02/19,09/22,Senior SWE,07/19,12/20,N/A,N/A,N/A,8.64
115,Harvard University,2.86,PhD,Miami,N/A,0.0,0,0.0,4,Lawyer,05/19,05/21,Data Scientist,02/17,09/19,ML Engineer,12/17,08/17,6.27
116,Brandeis University,2.69,Masters,Los Angeles,M,0.0,1,0.0,0,Junior SWE,02/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A,5.86
117,Providence University,2.04,Bachelors,Miami,F,0.0,1,0.0,4,Junior SWE,10/17,10/22,Data Scientist,01/18,12/20,N/A,N/A,N/A,9.12
118,Brandeis University,1.95,Bachelors,Providence,N/A,N/A,1,0.0,0,Senior SWE,08/18,09/22,Junior SWE,05/15,01/20,Junior SWE,02/13,07/17,3.71
119,Howard University,3.32,Masters,Los Angeles,F,0.0,1,0.0,0,Senior SWE,01/19,11/23,ML Engineer,09/18,03/20,N/A,N/A,N/A,0.84
120,Brandeis University,1.26,Masters,Los Angeles,F,0.0,0,0.0,0,ML Engineer,01/20,10/22,Data Scientist,10/18,01/21,N/A,N/A,N/A,6.79
121,Providence University,1.71,Bachelors,Boston,F,0.0,1,0.0,3,ML Engineer,07/19,09/23,Data Scientist,04/17,05/19,N/A,N/A,N/A,2.41
122,Providence University,3.2,PhD,Miami,F,0.0,1,0.0,2,Lawyer,09/18,11/21,N/A,N/A,N/A,N/A,N/A,N/A,8.48
123,Howard University,2.64,PhD,Miami,M,0.0,1,0.0,3,Junior SWE,10/20,09/21,Data Scientist,11/17,01/19,N/A,N/A,N/A,9.38
124,Providence University,1.38,Bachelors,Boston,F,0.0,1,0.0,0,Senior SWE,06/17,07/22,Senior SWE,06/18,11/21,N/A,N/A,N/A,0.82
125,Providence University,3.65,PhD,Waltham,M,N/A,1,0.0,0,Lawyer,10/17,06/22,Senior SWE,07/19,06/19,N/A,N/A,N/A,2.32
126,Harvard University,2.18,Bachelors,Chicago,M,0.0,1,0.0,3,Junior SWE,05/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A,2.72
127,Howard University,3.48,Bachelors,Providence,F,0.0,1,0.0,4,Lawyer,11/17,01/23,N/A,N/A,N/A,N/A,N/A,N/A,0.41
128,Yale University,3.36,Bachelors,Miami,M,0.0,1,0.0,2,Lawyer,06/19,02/21,Senior SWE,02/15,04/20,Lawyer,04/16,03/17,6.29
129,Yale University,2.87,Bachelors,Boston,M,1.0,1,0.0,4,ML Engineer,02/17,01/23,Data Scientist,07/18,11/20,Senior SWE,12/17,04/19,8.77
130,Providence University,2.48,Masters,Charlottesville,F,0.0,1,0.0,2,Lawyer,09/17,05/22,N/A,N/A,N/A,N/A,N/A,N/A,1.63
131,Yale University,3.94,Bachelors,Waltham,F,0.0,0,0.0,1,ML Engineer,02/18,01/23,Data Scientist,04/17,04/20,N/A,N/A,N/A,0.11
132,Yale University,1.43,Bachelors,Los Angeles,F,0.0,0,N/A,2,Junior SWE,09/19,05/22,N/A,N/A,N/A,N/A,N/A,N/A,5.19
133,Providence University,3.18,Bachelors,New York City,N/A,1.0,1,0.0,4,Junior SWE,06/20,11/23,N/A,N/A,N/A,N/A,N/A,N/A,6.24
134,Yale University,1.57,Bachelors,Charlottesville,F,N/A,1,0.0,2,ML Engineer,02/20,12/21,Senior SWE,07/18,06/20,N/A,N/A,N/A,7.88
135,Brandeis University,2.01,Bachelors,Boston,M,0.0,1,N/A,1,Data Scientist,09/17,11/23,N/A,N/A,N/A,N/A,N/A,N/A,8.26
136,American University,1.93,Masters,New York City,M,0.0,1,0.0,1,Lawyer,03/19,03/21,Lawyer,05/19,05/19,N/A,N/A,N/A,9.57
137,Howard University,3.84,Bachelors,Chicago,F,0.0,1,0.0,0,Junior SWE,02/17,12/22,Data Scientist,05/19,03/19,N/A,N/A,N/A,1.3
138,American University,3.9,PhD,Providence,M,N/A,0,0.0,1,Lawyer,03/18,04/22,Lawyer,08/17,03/20,N/A,N/A,N/A,7.87
139,Providence University,1.55,Masters,New York City,F,0.0,1,0.0,3,Data Scientist,02/20,05/23,N/A,N/A,N/A,N/A,N/A,N/A,8.26
140,Harvard University,1.07,Bachelors,Waltham,F,0.0,0,1.0,4,Lawyer,10/18,04/23,Senior SWE,04/18,06/21,Data Scientist,09/15,05/17,1.38
141,Howard University,3.16,PhD,Chicago,M,0.0,1,0.0,3,Data Scientist,08/17,05/23,Lawyer,09/15,08/20,N/A,N/A,N/A,7.21
142,Providence University,2.25,Bachelors,New York City,N/A,0.0,1,0.0,3,Senior SWE,09/18,04/21,Junior SWE,06/17,08/21,N/A,N/A,N/A,6.63
143,Harvard University,1.27,Bachelors,Los Angeles,F,0.0,0,0.0,4,Data Scientist,10/17,05/23,N/A,N/A,N/A,N/A,N/A,N/A,5.14
144,American University,3.05,Bachelors,Los Angeles,F,0.0,1,0.0,3,Junior SWE,07/18,08/21,Lawyer,11/17,10/19,Data Scientist,02/18,04/17,8.95
145,Providence University,2.64,Bachelors,Waltham,N/A,0.0,1,0.0,3,ML Engineer,11/18,01/21,Data Scientist,07/16,07/19,N/A,N/A,N/A,6.77
146,Howard University,3.94,Bachelors,Los Angeles,F,N/A,1,0.0,3,ML Engineer,05/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A,5.81
147,Howard University,1.68,Masters,Los Angeles,M,0.0,1,0.0,1,Lawyer,09/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A,4.07
148,Fordham University,2.21,Bachelors,Boston,F,0.0,1,0.0,4,Senior SWE,03/19,03/23,N/A,N/A,N/A,N/A,N/A,N/A,8.59
149,Brandeis University,2.63,Masters,Los Angeles,F,0.0,1,0.0,4,Lawyer,04/20,08/21,Lawyer,04/16,09/20,N/A,N/A,N/A,2.91
150,Yale University,3.38,Bachelors,Charlottesville,F,0.0,1,0.0,4,Data Scientist,12/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,8.64
151,Harvard University,2.65,Masters,Los Angeles,F,0.0,1,0.0,3,ML Engineer,08/19,11/22,ML Engineer,03/17,07/19,Junior SWE,07/15,12/18,5.5
152,Fordham University,2.84,Bachelors,Charlottesville,F,0.0,0,0.0,1,Data Scientist,12/18,11/23,Senior SWE,05/15,04/21,N/A,N/A,N/A,6.39
153,Yale University,1.68,Bachelors,Boston,M,0.0,1,0.0,4,ML Engineer,01/17,10/22,N/A,N/A,N/A,N/A,N/A,N/A,8.27
154,Yale University,3.54,Bachelors,Los Angeles,F,0.0,1,0.0,2,ML Engineer,05/19,01/23,N/A,N/A,N/A,N/A,N/A,N/A,0.88
155,Providence University,2.29,Bachelors,Waltham,F,0.0,1,0.0,4,ML Engineer,05/18,08/22,N/A,N/A,N/A,N/A,N/A,N/A,4.39
156,Yale University,1.42,Bachelors,Chicago,M,0.0,1,0.0,0,Junior SWE,06/17,04/23,N/A,N/A,N/A,N/A,N/A,N/A,5.07
157,Brandeis University,2.99,Masters,Waltham,M,1.0,1,0.0,2,Data Scientist,09/18,11/23,N/A,N/A,N/A,N/A,N/A,N/A,6.52
158,Howard University,1.65,Bachelors,Chicago,N/A,0.0,1,0.0,4,Lawyer,11/19,08/22,Junior SWE,08/17,12/20,N/A,N/A,N/A,6.0
159,Fordham University,1.29,Masters,Miami,F,0.0,1,0.0,3,Senior SWE,10/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,7.28
160,Yale University,3.59,Masters,Chicago,F,0.0,1,0.0,4,Lawyer,06/18,07/23,Data Scientist,04/19,05/19,N/A,N/A,N/A,4.03
161,Providence University,2.38,PhD,Providence,F,0.0,1,1.0,1,Data Scientist,02/19,10/23,N/A,N/A,N/A,N/A,N/A,N/A,5.15
162,Brandeis University,3.25,Bachelors,Providence,F,N/A,0,0.0,1,Senior SWE,05/20,05/21,Data Scientist,03/16,09/21,N/A,N/A,N/A,4.09
163,American University,1.87,Bachelors,Providence,F,N/A,1,1.0,4,Lawyer,04/18,09/22,Data Scientist,10/15,03/20,N/A,N/A,N/A,9.24
164,Howard University,3.36,PhD,Boston,F,N/A,1,0.0,3,Senior SWE,07/17,04/23,N/A,N/A,N/A,N/A,N/A,N/A,4.52
165,Howard University,1.34,Masters,Waltham,M,0.0,1,0.0,3,Data Scientist,02/18,07/22,ML Engineer,04/19,12/20,N/A,N/A,N/A,6.48
166,Fordham University,2.07,Bachelors,Chicago,F,0.0,1,1.0,3,ML Engineer,07/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,9.2
167,Howard University,3.93,Bachelors,Waltham,F,0.0,0,0.0,4,Data Scientist,08/17,11/22,N/A,N/A,N/A,N/A,N/A,N/A,9.85
168,Yale University,3.38,Bachelors,Charlottesville,F,0.0,1,0.0,4,Junior SWE,04/18,10/21,Lawyer,02/17,08/21,N/A,N/A,N/A,1.51
169,Providence University,2.49,Bachelors,Providence,F,0.0,0,0.0,0,Senior SWE,10/18,01/22,N/A,N/A,N/A,N/A,N/A,N/A,3.33
170,Howard University,2.02,Masters,Miami,F,N/A,1,0.0,1,Data Scientist,04/20,11/23,N/A,N/A,N/A,N/A,N/A,N/A,6.09
171,Howard University,3.62,Bachelors,Boston,M,0.0,1,0.0,2,ML Engineer,09/20,11/22,N/A,N/A,N/A,N/A,N/A,N/A,2.61
