applicant_id,score
"152","8.8"
"153","7.67"
"154","0.64"
"155","6.05"
"156","4.95"
"157","3.18"
"158","4.89"
"159","1.78"
"160","3.55"
"161","4.57"
"162","1.73"
"163","3.44"
"164","8.39"
"165","5.11"
"166","1.45"
"167","9.45"
"168","4.65"
"169","1.5"
"170","9.38"
"171","6.45"
"172","9.03"
"173","2.36"
"174","1.32"
"175","1.1"
"176","3.39"
"177","6.45"
"178","5.4"
"179","1.98"
"180","5.51"
"181","3.05"
"182","7.19"
"183","4.51"
"184","5.05"
"185","7.22"
"186","7.31"
"187","7.25"
"188","9.15"
"189","7.38"
"190","5.93"
"191","7.3"
"192","1.54"
"193","6.11"
"194","3.71"
"195","2.11"
"196","0.18"
"197","5.12"
"198","2.52"
"199","0.36"
"200","8.78"
"201","8.32"
"202","1.75"
"203","9.39"
"204","9.11"
"205","9.45"
"206","9.66"
"207","4.13"
"208","9.05"
"209","4.47"
"210","0.18"
"211","5.95"
"212","0.62"
"213","0.55"
"214","4.49"
"215","8.64"
"216","4.54"
"217","5.08"
"218","8.03"
"219","2.83"
"220","9.89"
"221","6.09"
"222","7.73"
"223","6.1"
"224","0.52"
"225","1.04"
"226","1.01"
"227","2.71"
"228","0.3"
"229","2.83"
"230","0.93"
"231","9.06"
"232","6.56"
"233","4.22"
"234","0.31"
"235","0.31"
"236","9.18"
"237","5.69"
"238","7.97"
"239","2.12"
"240","7.18"
"241","0.72"
"242","3.58"
"243","5.07"
"244","0.16"
"245","5.08"
"246","5.92"
"247","2.35"
"248","1.23"
"249","1.85"
"250","8.31"
"251","8.93"
"252","3.61"
"253","2.54"
"254","1.57"
"255","1.64"
"256","8.39"
"257","2.15"
"258","3.84"
"259","5.91"
"260","2.02"
"261","5.44"
"262","6.01"
"263","8.96"
"264","8.77"
"265","1.07"
"266","8.14"
"267","1.02"
"268","6.28"
"269","5.94"
"270","6.64"
"271","4.0"
"272","9.29"
"273","4.06"
"274","9.91"
"275","3.69"
"276","4.53"
"277","9.33"
"278","4.2"
"279","3.85"
"280","2.79"
"281","6.58"
"282","6.12"
"283","4.2"
"284","6.65"
"285","2.45"
"286","3.99"
"287","1.36"
"288","2.62"
"289","4.75"
"290","9.53"
"291","0.04"
"292","9.43"
"293","0.9"
"294","1.34"
"295","1.45"
"296","7.91"
"297","3.29"
"298","4.32"
"299","5.86"
"300","3.29"
"301","2.14"
"302","4.12"
"303","0.04"
"304","8.38"
"305","0.2"
"306","0.68"
"307","7.57"
"308","1.87"
"309","1.24"
"310","9.78"
"311","8.87"
"312","3.97"
"313","1.56"
"314","1.04"
"315","6.56"
"316","5.83"
"317","7.96"
"318","7.1"
"319","8.15"
"320","7.49"
"321","3.96"
"322","6.66"
"323","8.64"
"324","0.03"
"325","1.87"
"326","7.01"
"327","3.48"
"328","4.46"
"329","7.23"
"330","9.87"
"331","5.79"
"332","2.65"
"333","1.73"
"334","9.64"
"335","0.33"
"336","6.44"
"337","9.08"
"338","8.15"
"339","8.98"
"340","9.58"
"341","7.52"
"342","7.77"
"343","6.19"
"344","3.4"
"345","9.02"
"346","0.57"
"347","3.41"
"348","2.13"
"349","0.73"
"350","6.85"
"351","2.18"
"352","8.34"
"353","3.75"
"354","3.9"
"355","7.56"
"356","1.26"
"357","9.49"
"358","7.34"
"359","1.33"
"360","5.67"
"361","4.33"
"362","4.2"
"363","4.24"
"364","6.08"
"365","5.38"
"366","7.12"
"367","2.07"
"368","1.35"
"369","6.19"
"370","9.08"
"371","9.23"
"372","2.02"
"373","1.34"
"374","6.14"
"375","7.22"
"376","3.67"
"377","1.01"
"378","4.5"
"379","9.57"
"380","5.07"
"381","1.43"
"382","8.37"
"383","9.6"
"384","7.24"
"385","4.59"
"386","6.02"
"387","1.39"
"388","8.36"
"389","5.81"
"390","8.2"
"391","2.05"
"392","9.88"
"393","8.03"
"394","7.14"
"395","8.1"
"396","7.01"
"397","0.25"
"398","5.88"
"399","8.05"
"400","2.12"
"401","7.81"
"402","4.19"
"403","3.51"
"404","5.6"
"405","2.94"
"406","4.95"
"407","0.44"
"408","3.56"
"409","9.93"
"410","0.51"
"411","9.03"
"412","5.75"
"413","4.67"
"414","4.58"
"415","3.58"
"416","0.26"
"417","6.48"
"418","3.69"
"419","9.38"
"420","4.13"
"421","3.76"
"422","4.42"
"423","3.28"
"424","4.02"
"425","2.02"
"426","4.19"
"427","5.57"
"428","5.1"
"429","7.32"
"430","8.92"
"431","3.83"
"432","8.88"
"433","6.7"
"434","6.52"
"435","1.99"
"436","6.98"
"437","6.41"
"438","3.01"
"439","0.75"
"440","3.89"
"441","3.82"
"442","9.75"
"443","4.81"
"444","6.92"
"445","6.79"
"446","2.43"
"447","4.59"
"448","5.89"
"449","1.83"
"450","2.06"
"451","3.96"
"452","1.94"
"453","2.18"
"454","1.09"
"455","0.64"
"456","5.92"
"457","4.99"
"458","7.01"
"459","0.99"
"460","2.26"
"461","5.83"
"462","4.55"
"463","7.62"
"464","9.49"
"465","4.09"
"466","2.71"
"467","7.62"
"468","8.33"
"469","9.94"
"470","5.85"
"471","7.1"
"472","9.63"
"473","0.62"
"474","5.59"
"475","3.56"
"476","6.47"
"477","3.74"
"478","1.62"
"479","0.66"
"480","9.29"
"481","9.11"
"482","3.26"
"483","6.91"
"484","2.12"
"485","0.25"
"486","6.3"
"487","8.93"
"488","4.0"
"489","9.3"
"490","2.96"
"491","3.82"
"492","4.61"
"493","2.65"
"494","1.43"
"495","0.38"
"496","7.78"
"497","8.05"
"498","6.84"
"499","4.27"
"500","6.13"
"501","7.91"
"502","8.94"
"503","7.14"
"504","4.51"
"505","9.27"
"506","3.13"
"507","6.16"
"508","9.3"
"509","2.46"
"510","4.51"
"511","4.07"
"512","1.08"
"513","1.88"
"514","8.77"
"515","5.05"
"516","0.25"
"517","2.47"
"518","5.78"
"519","6.88"
"520","7.87"
"521","4.1"
"522","9.74"
"523","0.77"
"524","3.0"
"525","8.25"
"526","2.26"
"527","5.65"
"528","4.84"
"529","4.34"
"530","3.13"
"531","2.85"
"532","5.78"
"533","8.41"
"534","7.75"
"535","1.98"
"536","3.73"
"537","8.7"
"538","3.88"
"539","5.97"
"540","1.79"
"541","2.45"
"542","6.86"
"543","2.63"
"544","2.37"
"545","5.27"
"546","4.13"
"547","4.33"
"548","8.82"
"549","3.89"
"550","2.69"
"551","9.7"
"552","7.13"
"553","1.68"
"554","6.64"
"555","0.93"
"556","5.77"
"557","0.67"
"558","3.73"
"559","2.78"
"560","5.02"
"561","1.04"
"562","1.43"
"563","0.68"
"564","7.8"
"565","2.18"
"566","7.3"
"567","0.23"
"568","2.2"
"569","8.0"
"570","6.47"
"571","8.95"
"572","6.65"
"573","4.38"
"574","9.33"
"575","0.6"
"576","1.64"
"577","7.71"
"578","1.06"
"579","9.94"
"580","7.4"
"581","2.88"
"582","6.51"
"583","6.75"
"584","8.35"
"585","0.31"
"586","9.44"
"587","9.95"
"588","4.56"
"589","7.36"
"590","7.89"
"591","5.63"
"592","4.4"
"593","5.26"
"594","6.64"
"595","7.54"
"596","2.92"
"597","5.97"
"598","7.26"
"599","7.27"
"600","3.86"
"601","1.68"
"602","2.19"
"603","8.37"
"604","4.13"
"605","6.07"
"606","2.94"
"607","7.04"
"608","2.26"
"609","1.61"
"610","0.16"
"611","2.18"
"612","4.71"
"613","1.41"
"614","3.03"
"615","9.69"
"616","5.92"
"617","4.83"
"618","8.61"
"619","1.27"
"620","8.16"
"621","8.37"
"622","0.1"
"623","7.42"
"624","6.61"
"625","4.51"
"626","9.63"
"627","5.05"
"628","3.78"
"629","4.59"
"630","9.26"
"631","0.07"
"632","1.94"
"633","3.96"
"634","2.73"
"635","7.55"
"636","4.17"
"637","1.19"
"638","8.46"
"639","4.63"
"640","8.19"
"641","1.35"
"642","6.83"
"643","4.39"
"644","0.69"
"645","2.19"
"646","8.83"
"647","1.55"
"648","8.21"
"649","4.09"
"650","6.99"
"651","0.15"
"652","2.16"
"653","5.29"
"654","0.89"
"655","3.31"
"656","3.35"
"657","6.16"
"658","3.53"
"659","0.42"
"660","6.12"
"661","6.43"
"662","2.02"
"663","3.28"
"664","5.72"
"665","6.35"
"666","8.8"
"667","0.85"
"668","9.97"
"669","2.74"
"670","0.35"
"671","1.25"
"672","8.49"
"673","9.12"
"674","4.98"
"675","6.27"
"676","2.85"
"677","2.77"
"678","7.24"
"679","5.49"
"680","2.75"
"681","1.84"
"682","6.18"
"683","1.15"
"684","3.64"
"685","4.05"
"686","6.6"
"687","9.93"
"688","9.12"
"689","2.59"
"690","6.52"
"691","7.17"
"692","7.72"
"693","8.05"
"694","2.08"
"695","4.88"
"696","8.67"
"697","2.96"
"698","6.38"
"699","8.44"
"700","7.13"
"701","1.14"
"702","2.09"
"703","3.66"
"704","6.35"
"705","5.77"
"706","7.65"
"707","7.57"
"708","7.69"
"709","7.5"
"710","9.97"
"711","6.31"
"712","0.46"
"713","0.57"
"714","9.56"
"715","2.72"
"716","6.91"
"717","0.06"
"718","1.01"
"719","8.92"
"720","4.9"
"721","9.0"
"722","9.5"
"723","3.74"
"724","0.76"
"725","3.83"
"726","0.4"
"727","6.63"
"728","4.1"
"729","4.97"
"730","5.19"
"731","2.73"
"732","1.81"
"733","1.66"
"734","8.12"
"735","3.37"
"736","1.35"
"737","2.97"
"738","1.43"
"739","6.41"
"740","1.84"
"741","6.71"
"742","8.64"
"743","7.54"
"744","8.96"
"745","7.05"
"746","1.79"
"747","5.35"
"748","8.45"
"749","1.07"
"750","3.34"
"751","2.35"
"752","1.07"
"753","7.79"
"754","1.32"
"755","8.01"
"756","6.82"
"757","9.88"
"758","6.5"
"759","9.86"
"760","6.64"
"761","8.85"
"762","1.3"
"763","1.32"
"764","1.19"
"765","9.72"
"766","6.0"
"767","0.16"
"768","2.81"
"769","9.33"
"770","7.44"
"771","3.08"
"772","9.19"
"773","3.01"
"774","4.33"
"775","2.28"
"776","3.02"
"777","7.22"
"778","5.85"
"779","3.11"
"780","4.6"
"781","1.45"
"782","5.29"
"783","8.42"
"784","4.23"
"785","5.64"
"786","9.32"
"787","4.62"
"788","3.7"
"789","0.65"
"790","9.58"
"791","2.09"
"792","5.71"
"793","5.87"
"794","4.65"
"795","0.53"
"796","3.77"
"797","9.5"
"798","4.87"
"799","7.38"
"800","1.81"
"801","7.16"
"802","4.51"
"803","8.53"
"804","1.86"
"805","9.99"
"806","2.21"
"807","3.78"
"808","2.17"
"809","1.15"
"810","4.47"
"811","2.18"
"812","4.3"
"813","8.8"
"814","4.47"
"815","6.93"
"816","4.78"
"817","0.51"
"818","0.53"
"819","8.91"
"820","4.28"
"821","0.49"
"822","3.32"
"823","0.33"
"824","5.03"
"825","1.0"
"826","4.71"
"827","3.4"
"828","4.68"
"829","5.93"
"830","4.24"
"831","9.17"
"832","9.96"
"833","5.36"
"834","9.61"
"835","8.0"
"836","3.61"
"837","5.19"
"838","1.18"
"839","9.12"
"840","3.59"
"841","0.17"
"842","9.47"
"843","7.43"
"844","1.39"
"845","5.05"
"846","6.1"
"847","3.34"
"848","2.49"
"849","1.98"
"850","6.63"
"851","0.22"
"852","6.18"
"853","5.14"
"854","2.98"
"855","5.3"
"856","9.62"
"857","1.17"
"858","4.97"
"859","0.63"
"860","7.63"
"861","4.42"
"862","3.94"
"863","0.65"
"864","8.26"
"865","7.27"
"866","8.34"
"867","8.8"
"868","9.28"
"869","1.61"
"870","5.74"
"871","0.5"
"872","5.07"
"873","9.62"
"874","6.94"
"875","8.55"
"876","6.54"
"877","9.51"
"878","7.53"
"879","3.19"
"880","6.55"
"881","5.1"
"882","2.91"
"883","2.63"
"884","7.31"
"885","4.48"
"886","4.37"
"887","4.18"
"888","8.89"
"889","5.77"
"890","7.93"
"891","5.19"
"892","5.08"
"893","2.79"
"894","0.17"
"895","5.19"
"896","7.84"
"897","3.05"
"898","3.97"
"899","0.08"
"900","0.53"
"901","0.45"
"902","4.04"
"903","7.26"
"904","9.44"
"905","4.87"
"906","7.9"
"907","7.06"
"908","6.29"
"909","5.53"
"910","6.99"
"911","1.98"
"912","9.6"
"913","9.05"
"914","2.22"
"915","1.09"
"916","1.3"
"917","6.78"
"918","7.94"
"919","6.42"
"920","4.22"
"921","3.79"
"922","3.59"
"923","6.6"
"924","7.16"
"925","0.7"
"926","8.68"
"927","5.14"
"928","3.37"
"929","1.51"
"930","8.41"
"931","5.41"
"932","7.41"
"933","6.9"
"934","6.85"
"935","3.54"
"936","1.84"
"937","9.12"
"938","5.16"
"939","6.13"
"940","1.07"
"941","7.31"
"942","6.58"
"943","5.86"
"944","9.78"
"945","2.09"
"946","4.32"
"947","9.81"
"948","8.94"
"949","5.34"
"950","4.13"
"951","2.0"
"952","9.23"
"953","4.81"
"954","1.13"
"955","6.92"
"956","7.9"
"957","1.5"
"958","4.25"
"959","1.82"
"960","3.31"
"961","8.8"
"962","7.86"
"963","3.77"
"964","5.44"
"965","0.11"
"966","1.4"
"967","3.17"
"968","2.48"
"969","5.18"
"970","1.05"
"971","6.64"
"972","1.63"
"973","0.99"
"974","7.79"
"975","2.52"
"976","0.48"
"977","7.51"
"978","2.4"
"979","3.28"
"980","5.02"
"981","6.81"
"982","3.23"
"983","2.65"
"984","9.18"
"985","2.17"
"986","2.14"
"987","3.14"
"988","3.89"
"989","4.9"
"990","7.6"
"991","7.3"
"992","0.21"
"993","6.39"
"994","5.16"
"995","6.44"
"996","6.16"
"997","9.86"
"998","4.47"
"999","6.68"
"1000","3.12"
"1001","6.45"
"1002","3.63"
"1003","8.16"
"1004","6.71"
"1005","8.52"
"1006","2.73"
"1007","9.11"
"1008","1.7"
"1009","1.39"
"1010","2.59"
"1011","7.91"
"1012","4.64"
"1013","4.28"
"1014","0.9"
"1015","6.21"
"1016","7.4"
"1017","3.18"
"1018","3.53"
"1019","9.34"
"1020","4.9"
"1021","4.59"
"1022","0.92"
"1023","9.65"
"1024","7.09"
"1025","7.35"
"1026","2.69"
"1027","2.85"
"1028","9.57"
"1029","9.95"
"1030","3.4"
"1031","1.6"
"1032","1.05"
"1033","6.77"
"1034","4.97"
"1035","0.99"
"1036","2.09"
"1037","7.6"
"1038","2.78"
"1039","0.79"
"1040","8.14"
"1041","3.07"
"1042","5.3"
"1043","5.8"
"1044","3.52"
"1045","8.24"
"1046","8.9"
"1047","8.83"
"1048","7.47"
"1049","8.41"
"1050","5.75"
"1051","3.86"
"1052","2.89"
"1053","1.52"
"1054","2.54"
"1055","2.49"
"1056","6.82"
"1057","9.35"
"1058","0.85"
"1059","3.37"
"1060","8.05"
"1061","4.66"
"1062","7.71"
"1063","5.05"
"1064","3.68"
"1065","7.3"
"1066","4.26"
"1067","5.39"
"1068","7.95"
"1069","4.66"
"1070","0.95"
"1071","4.35"
"1072","5.72"
"1073","7.87"
"1074","5.38"
"1075","1.79"
"1076","8.55"
"1077","7.54"
"1078","9.76"
"1079","5.9"
"1080","8.37"
"1081","3.22"
"1082","9.05"
"1083","3.97"
"1084","3.99"
"1085","6.93"
"1086","9.8"
"1087","5.27"
"1088","9.74"
"1089","6.0"
"1090","6.69"
"1091","9.26"
"1092","5.57"
"1093","8.77"
"1094","0.47"
"1095","9.3"
"1096","4.41"
"1097","8.24"
"1098","7.26"
"1099","8.54"
"1100","9.12"
"1101","6.48"
"1102","7.44"
"1103","4.57"
"1104","5.74"
"1105","3.22"
"1106","0.81"
"1107","4.57"
"1108","1.42"
"1109","7.84"
"1110","4.74"
"1111","0.63"
"1112","2.26"
"1113","7.58"
"1114","1.21"
"1115","3.21"
"1116","6.26"
"1117","1.32"
"1118","9.96"
"1119","5.54"
"1120","0.58"
"1121","7.89"
"1122","9.03"
"1123","9.45"
"1124","5.94"
"1125","7.64"
"1126","7.59"
"1127","2.24"
"1128","5.93"
"1129","3.13"
"1130","8.19"
"1131","3.82"
"1132","2.47"
"1133","1.38"
"1134","0.31"
"1135","1.49"
"1136","6.54"
"1137","1.39"
"1138","6.04"
"1139","5.0"
"1140","0.02"
"1141","9.96"
"1142","2.28"
"1143","3.84"
"1144","4.11"
"1145","8.53"
"1146","0.78"
"1147","9.01"
"1148","9.7"
"1149","2.9"
"1150","3.86"
"1151","1.45"
"1152","7.97"
"1153","7.61"
"1154","3.73"
"1155","1.99"
"1156","4.59"
"1157","9.53"
"1158","3.3"
"1159","2.75"
"1160","4.22"
"1161","0.58"
"1162","8.42"
"1163","8.62"
"1164","7.49"
"1165","7.85"
"1166","6.89"
"1167","5.06"
"1168","3.16"
"1169","5.3"
"1170","8.07"
"1171","6.95"
"1172","5.23"
"1173","1.72"
"1174","0.74"
"1175","7.42"
"1176","8.3"
"1177","0.07"
"1178","6.52"
"1179","5.08"
"1180","1.89"
"1181","3.67"
"1182","8.47"
"1183","1.4"
"1184","9.3"
"1185","8.55"
"1186","4.12"
"1187","5.86"
"1188","0.76"
"1189","7.81"
"1190","8.6"
"1191","7.78"
"1192","3.01"
"1193","9.67"
"1194","8.09"
"1195","2.39"
"1196","9.03"
"1197","2.45"
"1198","7.46"
"1199","8.45"
"1200","4.16"
"1201","4.71"
"1202","4.28"
"1203","9.56"
"1204","8.4"
"1205","0.91"
"1206","5.31"
"1207","4.65"
"1208","7.95"
"1209","4.92"
"1210","7.28"
"1211","6.93"
"1212","1.06"
"1213","4.15"
"1214","5.15"
"1215","5.34"
"1216","2.62"
"1217","2.42"
"1218","4.72"
"1219","0.31"
"1220","3.19"
"1221","2.8"
"1222","3.14"
"1223","5.62"
"1224","9.77"
"1225","8.34"
"1226","3.48"
"1227","2.16"
"1228","2.49"
"1229","1.86"
"1230","9.95"
"1231","8.16"
"1232","5.34"
"1233","4.93"
"1234","9.72"
"1235","5.77"
"1236","8.77"
"1237","1.47"
"1238","4.91"
"1239","3.24"
"1240","8.02"
"1241","9.75"
"1242","8.72"
"1243","4.03"
"1244","2.63"
"1245","8.91"
"1246","0.16"
"1247","6.47"
"1248","3.35"
"1249","2.93"
"1250","3.6"
"1251","1.48"
"1252","1.29"
"1253","2.73"
"1254","9.3"
"1255","2.33"
"1256","1.85"
"1257","1.71"
"1258","2.73"
"1259","7.32"
"1260","9.07"
"1261","7.84"
"1262","9.55"
"1263","4.12"
"1264","1.54"
"1265","6.06"
"1266","1.05"
"1267","0.48"
"1268","5.48"
"1269","5.23"
"1270","0.56"
"1271","5.43"
"1272","8.98"
"1273","3.45"
"1274","1.73"
"1275","8.69"
"1276","1.98"
"1277","3.76"
"1278","7.58"
"1279","1.62"
"1280","3.75"
"1281","2.21"
"1282","1.29"
"1283","6.08"
"1284","9.88"
"1285","2.15"
"1286","2.08"
"1287","8.49"
"1288","8.85"
"1289","2.41"
"1290","5.63"
"1291","0.97"
"1292","0.08"
"1293","1.35"
"1294","0.36"
"1295","7.98"
"1296","4.87"
"1297","5.55"
"1298","2.15"
"1299","6.67"
"1300","8.65"
"1301","2.44"
"1302","8.58"
"1303","5.49"
"1304","2.75"
"1305","9.99"
"1306","5.65"
"1307","9.49"
"1308","7.7"
"1309","8.21"
"1310","4.89"
"1311","4.43"
"1312","8.43"
"1313","7.58"
"1314","7.91"
"1315","8.86"
"1316","9.26"
"1317","4.36"
"1318","5.58"
"1319","6.71"
"1320","1.25"
"1321","2.0"
"1322","3.65"
"1323","6.67"
"1324","0.06"
"1325","0.29"
"1326","1.82"
"1327","2.93"
"1328","9.65"
"1329","9.5"
"1330","7.27"
"1331","7.66"
"1332","8.71"
"1333","3.28"
"1334","5.0"
"1335","3.27"
"1336","0.49"
"1337","5.7"
"1338","3.18"
"1339","3.18"
"1340","3.78"
"1341","1.58"
"1342","7.69"
"1343","1.56"
"1344","9.95"
"1345","0.27"
"1346","6.62"
"1347","3.34"
"1348","8.24"
"1349","4.51"
"1350","4.14"
"1351","5.96"
"1352","6.6"
"1353","5.74"
"1354","0.52"
"1355","2.9"
"1356","6.9"
"1357","3.14"
"1358","2.82"
"1359","8.91"
"1360","4.09"
"1361","0.97"
"1362","5.05"
"1363","8.05"
"1364","6.84"
"1365","6.83"
"1366","5.97"
"1367","9.51"
"1368","0.3"
"1369","9.46"
"1370","2.28"
"1371","2.63"
"1372","4.48"
"1373","5.2"
"1374","3.06"
"1375","9.72"
"1376","2.37"
"1377","0.35"
"1378","6.78"
"1379","8.1"
"1380","9.29"
"1381","8.03"
"1382","0.78"
"1383","5.03"
"1384","5.4"
"1385","9.49"
"1386","3.35"
"1387","8.33"
"1388","1.56"
"1389","1.15"
"1390","0.47"
"1391","5.66"
"1392","5.19"
"1393","8.98"
"1394","3.11"
"1395","9.93"
"1396","3.43"
"1397","8.06"
"1398","0.15"
"1399","0.6"
"1400","2.22"
"1401","6.71"
"1402","9.9"
"1403","5.45"
"1404","9.35"
"1405","2.16"
"1406","4.59"
"1407","5.82"
"1408","4.43"
"1409","9.45"
"1410","2.53"
"1411","2.3"
"1412","0.25"
"1413","2.39"
"1414","7.36"
"1415","3.22"
"1416","1.32"
"1417","2.36"
"1418","1.88"
"1419","7.0"
"1420","1.37"
"1421","7.79"
"1422","9.86"
"1423","0.34"
"1424","3.37"
"1425","1.43"
"1426","3.15"
"1427","6.84"
"1428","3.2"
"1429","5.27"
"1430","0.08"
"1431","7.76"
"1432","8.98"
"1433","3.37"
"1434","0.66"
"1435","7.85"
"1436","4.63"
"1437","9.27"
"1438","9.08"
"1439","1.2"
"1440","5.82"
"1441","5.04"
"1442","5.99"
"1443","9.04"
"1444","7.02"
"1445","9.14"
"1446","7.62"
"1447","8.43"
"1448","1.51"
"1449","0.39"
"1450","3.64"
"1451","7.81"
"1452","7.48"
"1453","0.53"
"1454","5.72"
"1455","6.59"
"1456","7.87"
"1457","4.58"
"1458","9.59"
"1459","3.07"
"1460","3.79"
"1461","5.47"
"1462","4.82"
"1463","3.31"
"1464","8.85"
"1465","1.86"
"1466","4.02"
"1467","0.98"
"1468","7.03"
"1469","3.32"
"1470","6.75"
"1471","9.95"
"1472","6.38"
"1473","3.31"
"1474","7.29"
"1475","1.64"
"1476","3.26"
"1477","1.08"
"1478","8.01"
"1479","0.12"
"1480","5.05"
"1481","0.86"
"1482","0.29"
"1483","2.68"
"1484","7.35"
"1485","8.72"
"1486","5.04"
"1487","5.46"
"1488","7.47"
"1489","2.34"
"1490","9.15"
"1491","4.6"
"1492","5.09"
"1493","9.34"
"1494","5.06"
"1495","8.46"
"1496","3.81"
"1497","7.61"
"1498","8.26"
"1499","4.41"
"1500","8.75"
"1501","7.16"
"1502","2.14"
"1503","1.33"
"1504","2.15"
"1505","6.07"
"1506","2.37"
"1507","1.05"
"1508","3.17"
"1509","3.7"
"1510","8.94"
"1511","1.78"
"1512","9.65"
"1513","5.64"
"1514","0.04"
"1515","7.39"
"1516","8.22"
"1517","8.83"
"1518","3.67"
"1519","0.32"
"1520","0.75"
"1521","1.03"
"1522","1.98"
"1523","6.94"
"1524","8.05"
"1525","3.12"
"1526","8.04"
"1527","3.31"
"1528","4.89"
"1529","7.04"
"1530","5.75"
"1531","8.65"
"1532","9.58"
"1533","9.12"
"1534","3.97"
"1535","7.56"
"1536","5.74"
"1537","4.03"
"1538","8.86"
"1539","1.69"
"1540","6.97"
"1541","4.87"
"1542","5.34"
"1543","5.3"
"1544","2.96"
"1545","2.5"
"1546","6.35"
"1547","9.16"
"1548","2.97"
"1549","8.64"
"1550","2.81"
"1551","2.36"
"1552","8.93"
"1553","7.99"
"1554","9.69"
"1555","7.27"
"1556","7.05"
"1557","0.94"
"1558","1.89"
"1559","7.76"
"1560","5.7"
"1561","6.55"
"1562","9.37"
"1563","6.23"
"1564","2.31"
"1565","3.61"
"1566","4.87"
"1567","6.7"
"1568","9.82"
"1569","2.13"
"1570","7.71"
"1571","3.78"
"1572","9.56"
"1573","0.84"
"1574","5.5"
"1575","0.67"
"1576","3.39"
"1577","6.91"
"1578","9.31"
"1579","7.56"
"1580","5.69"
"1581","3.26"
"1582","6.28"
"1583","6.14"
"1584","4.51"
"1585","7.96"
"1586","3.3"
"1587","9.7"
"1588","8.57"
"1589","1.42"
"1590","3.68"
"1591","2.96"
"1592","2.78"
"1593","8.03"
"1594","2.55"
"1595","6.36"
"1596","2.7"
"1597","2.41"
"1598","1.21"
"1599","6.25"
"1600","9.81"
"1601","5.76"
"1602","6.85"
"1603","6.83"
"1604","2.4"
"1605","2.49"
"1606","6.94"
"1607","9.75"
"1608","4.97"
"1609","6.06"
"1610","3.39"
"1611","0.7"
"1612","8.99"
"1613","7.68"
"1614","5.61"
"1615","7.13"
"1616","8.04"
"1617","8.48"
"1618","4.39"
"1619","6.25"
"1620","4.63"
"1621","4.65"
"1622","9.91"
"1623","4.82"
"1624","2.77"
"1625","1.63"
"1626","2.33"
"1627","9.68"
"1628","2.08"
"1629","8.14"
"1630","6.3"
"1631","0.36"
"1632","1.02"
"1633","4.79"
"1634","8.38"
"1635","9.2"
"1636","3.71"
"1637","0.65"
"1638","1.34"
"1639","7.46"
"1640","8.15"
"1641","3.78"
"1642","2.2"
"1643","7.93"
"1644","7.08"
"1645","0.5"
"1646","0.74"
"1647","1.31"
"1648","5.02"
"1649","9.39"
"1650","0.32"
"1651","7.35"
"1652","4.8"
"1653","5.5"
"1654","9.55"
"1655","0.97"
"1656","7.48"
"1657","0.18"
"1658","8.29"
"1659","9.06"
"1660","9.02"
"1661","7.17"
"1662","4.31"
"1663","2.34"
"1664","7.25"
