Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
41,Yale University,1.33,Bachelors,Charlottesville,M,0,1,0,2,ML Engineer,08/17,12/21,N/A,N/A,N/A,N/A,N/A,N/A
42,Yale University,2.54,PhD,Providence,M,0,1,0,2,Data Scientist,05/17,10/23,N/A,N/A,N/A,N/A,N/A,N/A
43,Providence University,1.55,Bachelors,Miami,M,0,1,0,2,Lawyer,11/18,11/21,Data Scientist,06/15,04/21,N/A,N/A,N/A
44,Harvard University,3.14,PhD,Providence,F,0,0,N/A,1,Junior SWE,04/17,09/22,N/A,N/A,N/A,N/A,N/A,N/A
45,Brandeis University,3.73,Masters,New York City,F,0,0,0,2,Data Scientist,07/19,02/23,N/A,N/A,N/A,N/A,N/A,N/A
46,Providence University,2.94,Masters,Miami,F,N/A,1,0,1,Lawyer,06/20,12/22,N/A,N/A,N/A,N/A,N/A,N/A
47,Harvard University,1.22,Bachelors,Miami,F,0,1,0,0,Junior SWE,06/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A
48,Yale University,2.52,PhD,Providence,F,0,1,0,0,Junior SWE,11/17,10/22,N/A,N/A,N/A,N/A,N/A,N/A
49,Yale University,3.46,Bachelors,Miami,F,0,1,0,3,Junior SWE,03/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A
50,Brandeis University,2.16,Bachelors,Charlottesville,F,0,1,0,2,ML Engineer,03/20,07/21,ML Engineer,03/16,03/21,N/A,N/A,N/A
51,Fordham University,1.24,PhD,Miami,N/A,0,1,0,4,Senior SWE,06/17,07/23,N/A,N/A,N/A,N/A,N/A,N/A
52,American University,3.97,Bachelors,Charlottesville,F,0,1,0,3,Lawyer,06/19,04/22,Junior SWE,12/17,10/21,Lawyer,01/15,10/19
53,Brandeis University,2.31,Masters,Boston,F,0,1,0,2,Senior SWE,08/18,07/23,ML Engineer,05/15,12/19,N/A,N/A,N/A
54,Yale University,3.44,Bachelors,Los Angeles,F,0,1,0,0,Data Scientist,01/17,03/23,N/A,N/A,N/A,N/A,N/A,N/A
55,Harvard University,1.01,Masters,Chicago,F,0,1,0,3,Data Scientist,07/20,01/23,N/A,N/A,N/A,N/A,N/A,N/A
56,Fordham University,3.07,Masters,Chicago,F,1,1,0,0,ML Engineer,08/19,11/21,N/A,N/A,N/A,N/A,N/A,N/A
57,Yale University,2.51,Bachelors,Boston,N/A,0,1,0,1,Lawyer,01/19,08/22,N/A,N/A,N/A,N/A,N/A,N/A
58,American University,1.49,Masters,Los Angeles,N/A,0,1,0,1,Data Scientist,03/17,03/22,N/A,N/A,N/A,N/A,N/A,N/A
59,Providence University,1.1,Bachelors,Charlottesville,M,1,1,0,3,Junior SWE,12/17,02/22,N/A,N/A,N/A,N/A,N/A,N/A
60,American University,2.14,Bachelors,Charlottesville,M,0,1,0,0,Junior SWE,09/19,04/22,N/A,N/A,N/A,N/A,N/A,N/A
61,Providence University,2.78,PhD,New York City,N/A,0,1,0,4,ML Engineer,08/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A
62,American University,1.16,Bachelors,Los Angeles,M,0,1,N/A,0,Data Scientist,03/18,08/23,ML Engineer,02/19,10/20,N/A,N/A,N/A
63,Brandeis University,2.26,Bachelors,Los Angeles,F,0,1,0,2,ML Engineer,01/19,12/21,Data Scientist,10/17,08/21,N/A,N/A,N/A
64,Yale University,3.84,Bachelors,Miami,N/A,N/A,1,0,3,Data Scientist,08/19,11/21,ML Engineer,11/16,02/21,N/A,N/A,N/A
65,Yale University,2.14,Bachelors,New York City,F,N/A,1,N/A,4,Data Scientist,06/18,10/21,Senior SWE,04/15,03/20,N/A,N/A,N/A
66,Harvard University,1.1,Bachelors,Boston,M,0,1,0,1,Senior SWE,08/17,01/21,Data Scientist,11/16,05/21,N/A,N/A,N/A
67,Brandeis University,1.95,Masters,Charlottesville,M,0,1,0,0,Lawyer,10/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A
68,Howard University,3.34,Bachelors,Charlottesville,M,0,1,0,0,ML Engineer,02/19,05/23,N/A,N/A,N/A,N/A,N/A,N/A
69,Fordham University,1.33,Bachelors,Chicago,F,1,1,0,1,Senior SWE,05/20,07/21,Junior SWE,07/18,08/19,ML Engineer,05/13,11/19
70,Brandeis University,3.06,Bachelors,New York City,M,1,1,1,2,Lawyer,04/18,09/21,Senior SWE,03/18,05/21,Senior SWE,10/13,12/17
71,Fordham University,2.36,Bachelors,Charlottesville,N/A,0,1,0,1,Lawyer,05/17,01/21,ML Engineer,12/17,09/21,N/A,N/A,N/A
72,Fordham University,3.07,Masters,Charlottesville,M,0,1,N/A,0,Senior SWE,08/20,07/22,Junior SWE,10/15,12/19,N/A,N/A,N/A
73,Harvard University,1.32,PhD,Chicago,M,1,1,0,0,Senior SWE,07/17,04/22,N/A,N/A,N/A,N/A,N/A,N/A
74,Howard University,1.18,Bachelors,New York City,M,0,1,1,2,Lawyer,03/18,10/22,N/A,N/A,N/A,N/A,N/A,N/A
75,Yale University,1.05,Bachelors,Charlottesville,N/A,0,1,0,0,Data Scientist,11/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A
76,Fordham University,3.96,Bachelors,Providence,M,N/A,1,0,3,Lawyer,06/20,08/23,Junior SWE,10/16,08/20,N/A,N/A,N/A
77,Harvard University,3.23,Bachelors,Waltham,M,0,0,0,0,Lawyer,10/17,04/22,N/A,N/A,N/A,N/A,N/A,N/A
78,Fordham University,3.04,Masters,Miami,N/A,0,0,0,1,Data Scientist,02/17,05/22,N/A,N/A,N/A,N/A,N/A,N/A
79,American University,3.4,Masters,Miami,N/A,N/A,1,0,2,Lawyer,01/20,03/23,Data Scientist,08/15,05/20,N/A,N/A,N/A
80,Harvard University,2.35,Bachelors,Providence,M,1,0,0,1,Junior SWE,06/17,02/21,Senior SWE,08/19,05/19,N/A,N/A,N/A
81,Harvard University,1.68,Masters,Miami,M,1,1,1,3,Senior SWE,10/18,02/21,Data Scientist,01/19,05/20,Data Scientist,05/17,10/19
82,Brandeis University,3.98,Bachelors,Providence,F,0,1,0,2,Lawyer,10/18,10/23,N/A,N/A,N/A,N/A,N/A,N/A
83,Providence University,2.2,Bachelors,Miami,F,0,0,0,4,Senior SWE,02/17,01/21,Junior SWE,05/16,05/19,N/A,N/A,N/A
84,American University,1.72,Masters,Chicago,M,0,1,0,2,Senior SWE,09/17,11/23,Junior SWE,05/18,03/19,Junior SWE,11/17,07/17
85,Fordham University,2.89,Masters,Miami,F,0,1,0,3,ML Engineer,03/20,08/22,Senior SWE,04/15,03/21,N/A,N/A,N/A
86,American University,2.95,Masters,Chicago,N/A,0,1,0,4,Data Scientist,09/17,01/23,N/A,N/A,N/A,N/A,N/A,N/A
87,Providence University,1.31,Bachelors,Boston,M,0,1,0,2,Junior SWE,06/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A
88,Yale University,1.78,Masters,Los Angeles,F,0,0,0,3,Senior SWE,02/17,10/22,N/A,N/A,N/A,N/A,N/A,N/A
89,Providence University,2.74,Bachelors,Waltham,N/A,0,1,0,2,Senior SWE,01/18,03/21,ML Engineer,03/17,01/21,N/A,N/A,N/A
90,American University,1.05,Bachelors,Chicago,M,0,1,0,0,Lawyer,01/20,07/21,ML Engineer,09/18,04/20,Lawyer,08/13,04/18
91,Harvard University,1.15,Bachelors,Waltham,F,0,1,0,1,ML Engineer,10/17,03/22,Data Scientist,03/17,11/21,N/A,N/A,N/A
92,Howard University,2.54,Bachelors,Los Angeles,M,N/A,0,0,0,Data Scientist,10/18,09/21,Lawyer,01/16,06/21,N/A,N/A,N/A
93,Fordham University,1.42,Bachelors,Chicago,F,0,1,N/A,4,Junior SWE,07/17,11/22,N/A,N/A,N/A,N/A,N/A,N/A
94,American University,3.19,Masters,Waltham,M,0,1,N/A,3,Senior SWE,04/19,01/22,N/A,N/A,N/A,N/A,N/A,N/A
95,Fordham University,1.09,Bachelors,Charlottesville,M,0,1,0,4,Senior SWE,02/18,03/21,N/A,N/A,N/A,N/A,N/A,N/A
96,Providence University,2.91,Bachelors,Boston,F,0,1,0,2,ML Engineer,11/18,11/21,Data Scientist,01/17,03/19,N/A,N/A,N/A
97,Providence University,2.26,PhD,Providence,M,0,1,0,3,Senior SWE,07/19,03/22,Lawyer,09/19,04/20,N/A,N/A,N/A
98,Yale University,3.96,Bachelors,Waltham,F,0,0,0,3,ML Engineer,06/18,08/22,ML Engineer,06/15,11/20,Senior SWE,07/13,03/19
99,Providence University,2.87,Bachelors,Providence,M,0,0,0,2,Senior SWE,12/17,07/21,Data Scientist,07/15,09/21,N/A,N/A,N/A
100,Brandeis University,3.22,Bachelors,Los Angeles,N/A,0,1,0,0,Data Scientist,04/20,06/22,N/A,N/A,N/A,N/A,N/A,N/A
101,Howard University,3.18,Bachelors,New York City,F,1,0,0,4,ML Engineer,11/19,09/22,N/A,N/A,N/A,N/A,N/A,N/A
102,Yale University,1.23,Bachelors,Los Angeles,M,0,1,0,2,Senior SWE,07/18,06/22,ML Engineer,12/15,03/20,N/A,N/A,N/A
103,American University,2.11,Masters,Chicago,F,N/A,1,0,0,Data Scientist,12/17,05/21,ML Engineer,11/15,06/19,N/A,N/A,N/A
104,Howard University,1.27,PhD,Providence,F,0,1,0,2,Lawyer,09/19,09/23,N/A,N/A,N/A,N/A,N/A,N/A
105,Howard University,1.29,Masters,Waltham,M,1,0,0,0,Lawyer,11/18,02/21,N/A,N/A,N/A,N/A,N/A,N/A
106,Fordham University,2.53,Bachelors,Boston,M,0,1,0,4,Junior SWE,02/19,02/22,Data Scientist,02/16,11/19,N/A,N/A,N/A
107,Howard University,2.14,PhD,Miami,F,0,1,0,2,Lawyer,01/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A
108,Yale University,1.89,Bachelors,Waltham,F,1,1,0,2,Junior SWE,05/18,10/23,Junior SWE,09/17,12/19,N/A,N/A,N/A
109,Fordham University,3.95,PhD,Boston,F,1,0,0,0,Senior SWE,07/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A
110,Providence University,1.47,Bachelors,Charlottesville,F,0,0,0,1,Senior SWE,09/20,03/22,Data Scientist,02/15,05/19,N/A,N/A,N/A
111,Brandeis University,2.17,PhD,Miami,F,0,1,0,3,Junior SWE,04/19,12/22,ML Engineer,09/17,05/20,N/A,N/A,N/A
112,Yale University,1.26,Bachelors,Los Angeles,M,0,1,0,2,Data Scientist,11/17,09/22,N/A,N/A,N/A,N/A,N/A,N/A
113,Harvard University,3.09,Bachelors,Charlottesville,N/A,0,1,0,0,Lawyer,03/18,03/23,Junior SWE,09/18,12/19,N/A,N/A,N/A
114,Providence University,1.99,Bachelors,Charlottesville,F,0,1,0,1,Lawyer,05/18,11/22,N/A,N/A,N/A,N/A,N/A,N/A
115,Fordham University,1.25,Bachelors,Chicago,M,0,1,0,4,ML Engineer,07/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A
116,Harvard University,1.68,Bachelors,Providence,M,0,0,0,1,Data Scientist,10/20,12/22,N/A,N/A,N/A,N/A,N/A,N/A
117,Providence University,3.63,Bachelors,New York City,F,1,1,0,3,Senior SWE,10/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A
118,Brandeis University,3.54,Bachelors,Chicago,N/A,0,1,0,2,Data Scientist,09/19,06/22,Junior SWE,01/16,04/19,N/A,N/A,N/A
119,Yale University,3.86,PhD,Miami,M,0,1,0,3,Senior SWE,10/17,10/21,N/A,N/A,N/A,N/A,N/A,N/A
120,Brandeis University,2.1,Bachelors,New York City,M,0,1,1,2,ML Engineer,10/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A
121,Providence University,2.11,PhD,Boston,F,1,1,0,0,Senior SWE,09/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A
122,Yale University,1.06,Bachelors,Miami,M,0,1,N/A,2,Junior SWE,10/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A
123,American University,3.81,Bachelors,Providence,F,0,1,0,0,Lawyer,06/18,05/21,N/A,N/A,N/A,N/A,N/A,N/A
124,American University,2.72,Bachelors,New York City,M,N/A,0,0,0,Data Scientist,03/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A
125,Yale University,3.55,PhD,Miami,M,0,1,0,1,Senior SWE,09/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A
126,Yale University,2.34,PhD,Providence,F,1,1,0,0,Senior SWE,10/19,04/23,Senior SWE,03/19,03/20,N/A,N/A,N/A
127,Brandeis University,3.21,Masters,Boston,M,0,1,0,4,Data Scientist,05/18,05/22,N/A,N/A,N/A,N/A,N/A,N/A
128,Howard University,1.09,PhD,Chicago,M,0,1,0,0,Junior SWE,10/18,10/22,N/A,N/A,N/A,N/A,N/A,N/A
129,Howard University,2.95,Bachelors,Providence,F,N/A,0,0,2,Junior SWE,10/17,09/23,N/A,N/A,N/A,N/A,N/A,N/A
130,Brandeis University,1.96,Masters,Los Angeles,M,0,1,0,2,ML Engineer,09/20,06/22,Junior SWE,02/16,06/19,Junior SWE,05/13,03/19
131,Howard University,2.18,Bachelors,Miami,F,0,1,0,1,ML Engineer,07/17,11/21,Lawyer,12/18,01/21,N/A,N/A,N/A
132,American University,2.17,Bachelors,Charlottesville,F,0,1,0,1,Data Scientist,06/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A
133,Harvard University,3.09,Bachelors,Los Angeles,F,0,0,0,4,ML Engineer,07/18,05/23,Lawyer,01/18,11/20,N/A,N/A,N/A
134,Harvard University,2.73,Masters,Providence,F,0,1,0,4,Junior SWE,09/17,11/23,Junior SWE,09/19,09/19,N/A,N/A,N/A
135,Harvard University,1.63,Masters,Charlottesville,F,1,1,0,0,Junior SWE,07/17,08/23,N/A,N/A,N/A,N/A,N/A,N/A
136,Yale University,3.43,Masters,Miami,F,0,1,0,3,Junior SWE,12/19,09/21,N/A,N/A,N/A,N/A,N/A,N/A
137,Brandeis University,2.63,Masters,Chicago,F,1,1,0,4,ML Engineer,09/20,02/23,Data Scientist,05/15,11/20,Data Scientist,10/17,02/18
138,Howard University,1.41,Bachelors,Chicago,N/A,0,1,N/A,2,Junior SWE,11/20,04/22,Data Scientist,10/18,11/19,N/A,N/A,N/A
139,Fordham University,2.86,Bachelors,Charlottesville,N/A,0,1,1,2,Junior SWE,03/17,11/23,Senior SWE,12/15,05/20,N/A,N/A,N/A
140,American University,2.31,Masters,New York City,F,0,1,0,0,ML Engineer,01/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A
141,Yale University,1.85,Bachelors,Boston,F,0,0,0,3,Senior SWE,02/19,08/23,Senior SWE,08/15,03/21,Data Scientist,07/18,07/18
142,Fordham University,1.43,Bachelors,Los Angeles,M,1,1,0,4,Lawyer,06/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A
143,Howard University,3.7,Bachelors,Charlottesville,M,0,1,0,3,Lawyer,06/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A
144,Fordham University,2.35,PhD,Charlottesville,M,0,0,0,2,Senior SWE,10/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A
145,Brandeis University,2.59,Bachelors,Miami,F,0,1,0,0,Junior SWE,10/18,09/23,N/A,N/A,N/A,N/A,N/A,N/A
146,Howard University,1.89,Masters,Boston,M,0,1,0,3,Junior SWE,06/19,08/23,Data Scientist,03/15,07/21,N/A,N/A,N/A
147,Yale University,1.78,Bachelors,Waltham,N/A,0,1,0,2,ML Engineer,01/20,07/21,Junior SWE,10/16,07/20,N/A,N/A,N/A
148,Providence University,1.4,Bachelors,New York City,M,0,1,0,0,Senior SWE,08/19,07/23,ML Engineer,01/16,12/20,N/A,N/A,N/A
149,Providence University,1.77,Bachelors,Providence,F,0,1,N/A,3,Senior SWE,09/19,11/23,ML Engineer,09/16,01/20,Junior SWE,09/15,04/18
150,Providence University,2.44,Bachelors,Los Angeles,M,0,1,0,1,Data Scientist,06/18,12/22,Junior SWE,08/19,03/19,N/A,N/A,N/A
151,Fordham University,3.0,Masters,Boston,M,0,1,0,4,Lawyer,01/19,05/21,Lawyer,05/19,10/19,N/A,N/A,N/A
152,Fordham University,2.77,PhD,New York City,F,0,1,0,0,Senior SWE,02/17,07/23,ML Engineer,07/17,02/19,ML Engineer,09/14,08/17
153,Brandeis University,1.35,Bachelors,Waltham,F,0,1,0,1,Junior SWE,06/20,03/21,Data Scientist,08/17,03/20,ML Engineer,01/17,10/17
154,Harvard University,1.37,Bachelors,Boston,M,0,0,0,1,ML Engineer,01/19,06/23,N/A,N/A,N/A,N/A,N/A,N/A
155,American University,1.93,Bachelors,Waltham,F,1,1,0,3,Data Scientist,03/18,11/21,Senior SWE,02/16,01/19,N/A,N/A,N/A
156,Harvard University,2.47,Bachelors,Waltham,M,0,1,0,1,Senior SWE,05/19,10/23,ML Engineer,03/19,01/19,N/A,N/A,N/A
157,American University,1.74,Bachelors,New York City,F,0,1,0,2,Junior SWE,04/18,09/22,Senior SWE,06/18,03/20,N/A,N/A,N/A
158,American University,2.88,Bachelors,Boston,M,0,0,1,1,Senior SWE,10/19,08/22,N/A,N/A,N/A,N/A,N/A,N/A
159,American University,1.14,PhD,Waltham,M,0,1,0,2,Senior SWE,05/18,11/21,ML Engineer,04/17,04/21,N/A,N/A,N/A
160,Brandeis University,2.37,Bachelors,New York City,N/A,0,1,0,4,ML Engineer,12/17,06/23,Lawyer,01/16,02/21,N/A,N/A,N/A
161,Harvard University,2.77,Bachelors,Waltham,M,0,0,0,1,Lawyer,09/18,01/22,N/A,N/A,N/A,N/A,N/A,N/A
162,Providence University,2.19,PhD,Boston,M,1,1,0,3,ML Engineer,08/17,03/22,Lawyer,02/16,05/19,Junior SWE,03/14,01/19
163,Yale University,2.07,PhD,Los Angeles,M,0,1,0,1,ML Engineer,06/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A
164,Providence University,1.95,Bachelors,Los Angeles,M,0,1,0,1,Data Scientist,12/19,10/22,Senior SWE,02/17,02/20,N/A,N/A,N/A
165,Howard University,1.46,Bachelors,Chicago,M,0,1,0,2,Data Scientist,03/20,10/23,Data Scientist,11/19,05/20,N/A,N/A,N/A
166,American University,2.17,Bachelors,Boston,F,0,1,0,2,Senior SWE,10/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A
167,Howard University,3.84,Bachelors,New York City,F,1,1,0,0,Lawyer,11/18,09/22,Senior SWE,01/17,10/20,N/A,N/A,N/A
168,Yale University,2.55,Bachelors,Chicago,M,0,1,0,1,Senior SWE,12/19,12/21,N/A,N/A,N/A,N/A,N/A,N/A
169,Brandeis University,2.02,Bachelors,Boston,M,0,1,0,4,Data Scientist,08/18,08/21,Lawyer,12/18,01/20,N/A,N/A,N/A
170,Providence University,1.02,Bachelors,New York City,M,1,1,0,4,ML Engineer,12/18,09/23,N/A,N/A,N/A,N/A,N/A,N/A
171,Fordham University,2.36,Bachelors,Waltham,M,0,0,0,1,Junior SWE,09/18,08/22,N/A,N/A,N/A,N/A,N/A,N/A
172,Brandeis University,1.67,Masters,Providence,F,0,0,0,2,Junior SWE,01/20,08/21,Lawyer,09/18,02/19,ML Engineer,04/14,03/18
173,Yale University,3.23,Bachelors,Chicago,F,0,1,0,0,Data Scientist,08/17,03/21,N/A,N/A,N/A,N/A,N/A,N/A
174,Brandeis University,1.67,Masters,Charlottesville,F,0,1,0,1,ML Engineer,10/17,09/23,Lawyer,01/19,09/19,N/A,N/A,N/A
175,American University,2.04,Bachelors,Los Angeles,F,0,1,0,1,Junior SWE,09/20,01/21,Senior SWE,12/15,01/21,Junior SWE,04/15,04/17
176,Yale University,3.25,Masters,Chicago,N/A,0,1,0,1,Lawyer,07/17,10/23,N/A,N/A,N/A,N/A,N/A,N/A
177,Harvard University,1.02,Bachelors,Providence,M,0,1,0,2,Lawyer,08/19,01/23,N/A,N/A,N/A,N/A,N/A,N/A
178,Howard University,3.78,Bachelors,Waltham,N/A,0,1,1,3,Lawyer,11/17,08/21,N/A,N/A,N/A,N/A,N/A,N/A
179,Providence University,1.09,PhD,Providence,M,1,1,0,3,Junior SWE,06/19,09/23,ML Engineer,06/15,01/19,ML Engineer,11/17,10/18
180,Providence University,2.05,Bachelors,Los Angeles,M,0,1,0,3,Junior SWE,11/20,12/22,ML Engineer,01/18,12/19,N/A,N/A,N/A
181,Howard University,3.43,Bachelors,Providence,M,0,1,0,1,Data Scientist,03/19,07/21,Data Scientist,10/19,01/20,N/A,N/A,N/A
182,Yale University,1.01,Bachelors,Los Angeles,F,0,1,0,0,Senior SWE,10/18,10/22,N/A,N/A,N/A,N/A,N/A,N/A
183,American University,2.37,Masters,Los Angeles,F,0,1,0,4,ML Engineer,03/20,07/21,Junior SWE,05/16,07/20,N/A,N/A,N/A
184,Yale University,2.57,Bachelors,Waltham,M,0,1,0,1,ML Engineer,07/20,03/23,Lawyer,10/19,05/21,N/A,N/A,N/A
185,Harvard University,3.16,Bachelors,New York City,F,0,1,0,1,Data Scientist,01/18,01/21,Lawyer,10/17,09/20,N/A,N/A,N/A
186,Howard University,3.95,Bachelors,New York City,F,0,1,0,3,Lawyer,10/20,04/23,ML Engineer,07/16,04/21,N/A,N/A,N/A
187,Harvard University,1.58,Bachelors,Providence,M,0,0,0,1,ML Engineer,05/18,08/22,ML Engineer,06/16,08/21,N/A,N/A,N/A
188,Providence University,2.69,PhD,Miami,F,0,1,0,4,Senior SWE,05/18,01/22,N/A,N/A,N/A,N/A,N/A,N/A
189,Harvard University,3.93,Bachelors,Chicago,M,0,1,0,2,Junior SWE,02/18,10/23,ML Engineer,09/17,07/19,N/A,N/A,N/A
190,Providence University,3.65,Bachelors,Providence,F,0,1,0,2,Junior SWE,06/20,06/23,Senior SWE,09/15,04/19,Lawyer,06/17,01/19
