Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
35,Brandeis University,1.17,Bachelors,Chicago,F,0,0,0,3,Senior SWE,03/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A
36,Providence University,3.42,Bachelors,Providence,M,1,1,0,0,Data Scientist,01/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A
37,American University,3.27,Bachelors,Waltham,N/A,0,1,0,1,Data Scientist,04/20,04/23,Data Scientist,06/15,03/19,N/A,N/A,N/A
38,Yale University,1.34,Bachelors,Boston,F,0,0,0,2,ML Engineer,09/19,12/21,N/A,N/A,N/A,N/A,N/A,N/A
39,Providence University,3.77,Bachelors,New York City,M,0,1,N/A,2,Data Scientist,05/20,04/22,Senior SWE,04/18,04/21,N/A,N/A,N/A
40,Brandeis University,1.68,Masters,Waltham,M,0,1,0,2,Senior SWE,12/19,02/23,N/A,N/A,N/A,N/A,N/A,N/A
41,Brandeis University,3.51,Bachelors,Chicago,F,0,1,0,1,Data Scientist,03/20,06/23,Junior SWE,10/19,12/19,N/A,N/A,N/A
42,Providence University,2.38,Bachelors,Charlottesville,M,0,1,0,4,Data Scientist,02/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A
43,Brandeis University,1.08,Masters,Waltham,M,0,1,0,3,Senior SWE,04/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A
44,American University,1.71,Bachelors,New York City,F,N/A,1,0,3,Junior SWE,07/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A
45,Fordham University,1.54,Bachelors,Providence,M,0,1,0,0,ML Engineer,08/19,07/21,N/A,N/A,N/A,N/A,N/A,N/A
46,Brandeis University,1.27,Bachelors,Chicago,M,1,1,0,1,Lawyer,12/17,04/23,N/A,N/A,N/A,N/A,N/A,N/A
47,Providence University,3.12,Bachelors,Los Angeles,M,0,0,0,2,Junior SWE,07/18,07/23,Data Scientist,05/18,08/21,N/A,N/A,N/A
48,Fordham University,1.32,Bachelors,Waltham,F,0,1,0,0,Junior SWE,07/17,10/23,Senior SWE,03/16,12/20,N/A,N/A,N/A
49,Providence University,2.3,Bachelors,Charlottesville,F,N/A,1,0,1,Senior SWE,07/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A
50,Harvard University,3.07,Bachelors,Waltham,M,0,1,0,1,ML Engineer,10/17,03/23,Data Scientist,11/16,08/21,N/A,N/A,N/A
51,Yale University,3.77,Masters,Boston,F,0,0,0,2,Lawyer,02/17,12/22,N/A,N/A,N/A,N/A,N/A,N/A
52,American University,1.43,Bachelors,Waltham,M,0,1,0,1,Lawyer,05/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A
53,Harvard University,3.3,Bachelors,Providence,F,0,1,0,3,Lawyer,09/20,12/21,Senior SWE,09/18,02/20,N/A,N/A,N/A
54,American University,2.77,Bachelors,Los Angeles,M,0,1,0,4,ML Engineer,03/18,06/23,N/A,N/A,N/A,N/A,N/A,N/A
55,Fordham University,3.5,PhD,Los Angeles,F,0,1,0,0,Data Scientist,06/19,08/22,N/A,N/A,N/A,N/A,N/A,N/A
56,Providence University,3.66,Bachelors,Miami,F,0,1,0,4,Senior SWE,04/18,08/23,Senior SWE,10/18,10/20,N/A,N/A,N/A
57,Howard University,2.97,Bachelors,Los Angeles,N/A,0,1,0,3,ML Engineer,05/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A
58,Yale University,2.38,Bachelors,Miami,M,0,1,0,0,ML Engineer,09/17,05/21,N/A,N/A,N/A,N/A,N/A,N/A
59,Yale University,2.63,Masters,Waltham,F,0,0,0,4,Junior SWE,04/18,06/23,Junior SWE,09/19,07/19,N/A,N/A,N/A
60,Fordham University,1.67,Bachelors,Chicago,N/A,N/A,0,0,3,Lawyer,10/18,01/22,N/A,N/A,N/A,N/A,N/A,N/A
61,Fordham University,1.21,Bachelors,Miami,N/A,0,1,0,1,Lawyer,06/19,06/22,N/A,N/A,N/A,N/A,N/A,N/A
62,Fordham University,1.31,Bachelors,Chicago,M,0,1,0,4,ML Engineer,04/20,09/22,Data Scientist,04/15,02/20,Data Scientist,07/17,11/18
63,Providence University,3.29,Bachelors,Chicago,M,N/A,1,0,0,ML Engineer,05/18,12/21,Lawyer,07/18,09/21,N/A,N/A,N/A
64,Yale University,1.93,Bachelors,New York City,M,0,0,0,4,ML Engineer,04/19,12/22,ML Engineer,09/15,06/21,N/A,N/A,N/A
65,Harvard University,2.2,Masters,Chicago,M,0,1,0,3,Junior SWE,09/18,06/23,N/A,N/A,N/A,N/A,N/A,N/A
66,Yale University,2.51,Bachelors,Chicago,M,N/A,1,1,2,Junior SWE,07/17,09/21,N/A,N/A,N/A,N/A,N/A,N/A
67,Fordham University,2.97,Bachelors,Waltham,F,0,1,0,2,Junior SWE,03/17,05/21,Data Scientist,03/18,10/21,N/A,N/A,N/A
68,Harvard University,2.88,PhD,Providence,F,0,1,0,4,ML Engineer,08/19,06/21,N/A,N/A,N/A,N/A,N/A,N/A
69,Howard University,3.15,Bachelors,Boston,M,0,0,0,2,ML Engineer,05/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A
70,Harvard University,2.84,Masters,Miami,N/A,0,1,0,0,Junior SWE,07/18,03/23,N/A,N/A,N/A,N/A,N/A,N/A
71,Yale University,1.37,Bachelors,Charlottesville,M,1,1,1,2,ML Engineer,04/18,11/21,N/A,N/A,N/A,N/A,N/A,N/A
72,Howard University,1.84,Masters,Providence,F,0,1,1,4,Junior SWE,04/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A
73,Yale University,1.05,Bachelors,Chicago,F,0,1,0,4,Senior SWE,06/20,10/22,N/A,N/A,N/A,N/A,N/A,N/A
74,Brandeis University,3.43,PhD,Boston,M,0,1,0,2,Junior SWE,07/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A
75,Yale University,3.48,Bachelors,Boston,F,0,1,0,4,Data Scientist,05/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A
76,Harvard University,1.8,PhD,Boston,M,0,1,0,3,Lawyer,03/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A
77,Harvard University,2.88,Bachelors,Waltham,M,1,1,0,1,ML Engineer,08/20,10/22,Junior SWE,05/17,10/21,N/A,N/A,N/A
78,Howard University,3.02,Bachelors,Providence,M,0,1,0,3,Senior SWE,10/19,06/23,Lawyer,09/15,02/19,N/A,N/A,N/A
79,Providence University,3.36,Masters,Charlottesville,M,0,1,0,0,Senior SWE,02/19,04/22,Lawyer,06/16,11/19,N/A,N/A,N/A
80,Harvard University,3.54,Bachelors,Charlottesville,M,0,1,0,3,Junior SWE,02/17,08/23,N/A,N/A,N/A,N/A,N/A,N/A
81,Howard University,3.81,Bachelors,Providence,N/A,0,1,0,4,ML Engineer,04/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A
82,Fordham University,1.25,Bachelors,Miami,F,1,1,1,2,Data Scientist,01/17,05/21,ML Engineer,09/15,05/20,N/A,N/A,N/A
83,Brandeis University,3.68,Bachelors,Los Angeles,F,0,1,0,0,Lawyer,08/18,09/22,Lawyer,01/15,07/21,N/A,N/A,N/A
84,Brandeis University,3.44,Bachelors,Boston,F,0,1,0,0,ML Engineer,09/19,07/23,N/A,N/A,N/A,N/A,N/A,N/A
85,Fordham University,2.41,Masters,Charlottesville,M,0,1,0,4,Data Scientist,10/18,02/22,N/A,N/A,N/A,N/A,N/A,N/A
86,Howard University,2.67,Bachelors,Providence,F,0,1,1,3,Data Scientist,02/18,07/21,N/A,N/A,N/A,N/A,N/A,N/A
87,Harvard University,3.76,Masters,Chicago,M,N/A,1,0,1,Senior SWE,06/18,07/22,Lawyer,12/17,12/19,Lawyer,03/13,10/18
88,Fordham University,3.57,PhD,Providence,M,0,0,0,3,Data Scientist,12/17,01/21,N/A,N/A,N/A,N/A,N/A,N/A
89,Harvard University,1.25,Bachelors,Charlottesville,M,1,0,0,0,Senior SWE,07/19,02/23,Lawyer,08/17,12/19,N/A,N/A,N/A
90,Providence University,2.61,Bachelors,Charlottesville,N/A,1,0,0,2,Data Scientist,02/19,05/23,Junior SWE,01/17,06/20,N/A,N/A,N/A
91,Harvard University,3.51,Masters,Boston,M,0,1,0,0,Junior SWE,07/18,04/23,ML Engineer,04/18,12/20,N/A,N/A,N/A
92,Howard University,3.13,Masters,Waltham,M,0,1,0,0,Data Scientist,06/17,11/23,N/A,N/A,N/A,N/A,N/A,N/A
93,Fordham University,3.19,Bachelors,Boston,N/A,0,1,N/A,1,Junior SWE,08/18,01/22,N/A,N/A,N/A,N/A,N/A,N/A
94,Harvard University,2.71,PhD,Los Angeles,F,0,1,0,1,Lawyer,10/17,07/23,ML Engineer,05/16,07/19,N/A,N/A,N/A
95,Yale University,2.3,Bachelors,Providence,M,0,1,0,4,Junior SWE,05/20,11/23,N/A,N/A,N/A,N/A,N/A,N/A
96,American University,3.15,Masters,Los Angeles,M,0,1,0,4,ML Engineer,10/18,12/21,N/A,N/A,N/A,N/A,N/A,N/A
97,Howard University,3.28,Masters,Charlottesville,F,0,1,0,2,Junior SWE,06/19,09/21,Junior SWE,06/18,09/19,N/A,N/A,N/A
98,Providence University,3.51,Masters,Boston,N/A,1,1,0,3,Lawyer,04/18,12/22,Lawyer,07/16,03/20,N/A,N/A,N/A
99,Providence University,2.1,Bachelors,Waltham,F,N/A,1,0,2,Lawyer,02/18,09/22,N/A,N/A,N/A,N/A,N/A,N/A
100,Brandeis University,2.47,Masters,Waltham,N/A,0,1,0,2,Lawyer,11/17,11/22,Lawyer,04/18,06/20,N/A,N/A,N/A
101,Howard University,2.05,PhD,Chicago,N/A,0,1,0,1,Data Scientist,07/20,10/22,Lawyer,07/16,09/21,N/A,N/A,N/A
102,Fordham University,1.63,Bachelors,Los Angeles,M,0,0,0,1,Data Scientist,08/20,01/21,Junior SWE,07/18,06/20,N/A,N/A,N/A
103,Brandeis University,1.14,Masters,Chicago,F,0,1,0,2,Data Scientist,11/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A
104,Harvard University,3.95,Masters,Chicago,M,0,1,0,2,Lawyer,05/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A
105,American University,1.95,PhD,Providence,F,1,0,0,3,Lawyer,08/18,10/23,Data Scientist,05/19,04/20,N/A,N/A,N/A
106,Harvard University,3.73,Bachelors,Miami,M,1,1,0,2,ML Engineer,07/17,06/23,N/A,N/A,N/A,N/A,N/A,N/A
107,American University,2.26,Bachelors,New York City,M,0,1,0,4,Junior SWE,03/17,06/22,N/A,N/A,N/A,N/A,N/A,N/A
108,Fordham University,2.56,Bachelors,Waltham,M,N/A,1,0,1,Senior SWE,04/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A
109,Fordham University,1.45,Bachelors,Waltham,M,0,1,0,2,Lawyer,07/17,05/22,Lawyer,06/19,08/21,N/A,N/A,N/A
110,Providence University,1.04,Masters,New York City,M,0,1,0,2,Lawyer,04/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A
111,Providence University,2.51,Bachelors,Charlottesville,N/A,1,1,0,3,Data Scientist,02/18,10/23,N/A,N/A,N/A,N/A,N/A,N/A
112,Harvard University,2.8,Masters,Charlottesville,M,0,1,0,2,Data Scientist,10/18,09/21,Senior SWE,11/18,05/19,Senior SWE,08/14,08/17
113,Howard University,1.3,Masters,Charlottesville,N/A,0,0,N/A,3,Senior SWE,09/17,11/21,Lawyer,03/15,10/19,N/A,N/A,N/A
114,American University,1.27,Bachelors,Chicago,N/A,0,1,0,2,Data Scientist,08/17,08/21,Senior SWE,04/17,05/21,N/A,N/A,N/A
115,Brandeis University,3.4,PhD,Los Angeles,F,0,0,0,1,Senior SWE,10/17,07/21,N/A,N/A,N/A,N/A,N/A,N/A
116,Howard University,2.23,Bachelors,New York City,M,1,1,0,1,Senior SWE,05/18,04/22,Senior SWE,03/16,05/21,N/A,N/A,N/A
117,Howard University,1.43,Masters,Chicago,F,0,1,0,3,Data Scientist,10/18,04/23,ML Engineer,03/16,04/19,N/A,N/A,N/A
118,Brandeis University,3.89,Masters,Los Angeles,M,0,1,0,2,Junior SWE,11/18,04/21,ML Engineer,06/19,10/20,ML Engineer,01/17,04/19
119,Harvard University,1.45,Masters,Waltham,M,0,1,0,1,Senior SWE,08/18,08/21,Junior SWE,03/16,05/20,ML Engineer,07/16,10/19
120,American University,2.27,Bachelors,New York City,F,0,1,0,3,ML Engineer,10/18,05/21,N/A,N/A,N/A,N/A,N/A,N/A
121,Brandeis University,2.13,Bachelors,Miami,F,N/A,1,0,1,Junior SWE,01/19,05/22,N/A,N/A,N/A,N/A,N/A,N/A
122,Fordham University,3.34,Bachelors,Chicago,M,0,1,0,0,ML Engineer,06/17,09/23,Lawyer,06/16,07/21,N/A,N/A,N/A
123,Providence University,1.71,PhD,Chicago,M,0,0,0,4,Junior SWE,09/19,05/22,ML Engineer,09/18,10/20,N/A,N/A,N/A
124,Brandeis University,1.68,Bachelors,Charlottesville,F,0,1,0,0,Junior SWE,07/17,10/21,Data Scientist,01/19,11/20,N/A,N/A,N/A
125,Brandeis University,1.88,PhD,New York City,N/A,1,0,0,1,Junior SWE,06/17,03/23,N/A,N/A,N/A,N/A,N/A,N/A
126,Brandeis University,3.6,Bachelors,Charlottesville,M,1,0,0,1,Lawyer,09/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A
127,Harvard University,2.06,Bachelors,Miami,N/A,0,1,0,1,ML Engineer,10/20,05/21,ML Engineer,07/18,01/20,N/A,N/A,N/A
128,Yale University,2.61,PhD,New York City,M,0,0,0,4,Junior SWE,11/18,08/23,N/A,N/A,N/A,N/A,N/A,N/A
129,American University,3.21,Bachelors,Miami,F,0,1,0,0,Senior SWE,02/17,09/21,N/A,N/A,N/A,N/A,N/A,N/A
130,Howard University,2.07,Masters,Miami,M,0,1,0,3,Senior SWE,11/17,12/22,Junior SWE,04/17,05/20,N/A,N/A,N/A
131,Providence University,2.09,Bachelors,New York City,F,0,1,0,2,Data Scientist,08/17,02/21,N/A,N/A,N/A,N/A,N/A,N/A
132,Harvard University,1.94,Bachelors,Chicago,M,0,1,0,0,Senior SWE,09/18,10/23,ML Engineer,08/18,12/20,N/A,N/A,N/A
133,Providence University,2.43,Masters,New York City,F,0,0,0,0,ML Engineer,11/17,04/21,ML Engineer,09/15,12/19,N/A,N/A,N/A
134,American University,3.79,Bachelors,Waltham,F,0,0,0,0,Lawyer,07/20,11/21,ML Engineer,11/17,06/20,N/A,N/A,N/A
135,Providence University,2.92,Masters,Chicago,N/A,0,1,0,3,ML Engineer,09/20,07/23,ML Engineer,11/19,09/20,Senior SWE,09/15,12/18
136,American University,2.37,Masters,Chicago,F,N/A,0,0,0,Senior SWE,02/19,01/22,N/A,N/A,N/A,N/A,N/A,N/A
137,Harvard University,1.95,Bachelors,Boston,M,0,1,0,1,Junior SWE,11/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A
138,Brandeis University,3.74,Masters,Miami,N/A,1,0,0,0,Senior SWE,08/18,09/23,N/A,N/A,N/A,N/A,N/A,N/A
139,Fordham University,2.43,Bachelors,Chicago,M,0,1,0,2,Lawyer,03/17,05/22,N/A,N/A,N/A,N/A,N/A,N/A
140,Brandeis University,1.56,Bachelors,Boston,F,0,1,0,3,Senior SWE,05/17,03/21,N/A,N/A,N/A,N/A,N/A,N/A
141,Fordham University,3.04,Bachelors,New York City,N/A,0,0,0,4,Senior SWE,05/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A
142,Yale University,2.17,Bachelors,Miami,F,0,1,0,4,ML Engineer,12/18,08/21,Junior SWE,12/15,03/21,N/A,N/A,N/A
143,Providence University,3.02,Bachelors,New York City,F,0,1,0,4,Lawyer,09/18,10/23,Senior SWE,03/19,07/21,Junior SWE,12/17,04/18
144,Howard University,2.73,Bachelors,Miami,M,1,0,0,1,Junior SWE,02/20,06/22,Senior SWE,02/16,07/20,Junior SWE,04/13,10/17
145,Providence University,3.94,PhD,Chicago,F,0,1,1,4,Senior SWE,02/17,08/23,Senior SWE,02/15,05/21,N/A,N/A,N/A
146,Harvard University,3.14,Bachelors,Charlottesville,F,0,1,0,2,Junior SWE,12/19,01/21,Senior SWE,01/18,07/21,ML Engineer,03/16,07/17
147,Brandeis University,3.69,Bachelors,Boston,M,0,1,1,0,Data Scientist,08/17,01/22,N/A,N/A,N/A,N/A,N/A,N/A
148,Yale University,2.23,Bachelors,New York City,M,N/A,1,0,3,Junior SWE,01/19,07/21,Data Scientist,03/16,12/20,N/A,N/A,N/A
149,Yale University,3.31,Bachelors,Providence,M,1,1,0,4,Data Scientist,10/18,05/22,Data Scientist,09/16,03/21,N/A,N/A,N/A
150,Brandeis University,2.93,Bachelors,Waltham,M,0,1,0,0,Lawyer,07/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A
151,Brandeis University,2.24,Masters,Miami,M,0,1,0,3,Junior SWE,11/19,12/22,Junior SWE,07/19,05/21,N/A,N/A,N/A
152,Harvard University,1.68,Bachelors,Chicago,M,0,1,0,4,Junior SWE,08/17,02/23,N/A,N/A,N/A,N/A,N/A,N/A
153,American University,2.97,Bachelors,Miami,F,0,1,0,1,ML Engineer,05/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A
154,Brandeis University,2.68,Bachelors,Waltham,F,0,1,0,3,Data Scientist,05/20,06/21,ML Engineer,05/19,03/20,N/A,N/A,N/A
155,Yale University,2.07,Bachelors,New York City,M,0,1,0,0,Junior SWE,11/17,04/22,N/A,N/A,N/A,N/A,N/A,N/A
156,Yale University,3.97,PhD,Boston,M,0,1,0,3,Data Scientist,07/20,01/23,Junior SWE,02/17,06/21,N/A,N/A,N/A
157,Brandeis University,1.21,Bachelors,Chicago,F,0,1,0,2,ML Engineer,03/18,03/21,Senior SWE,06/17,05/19,N/A,N/A,N/A
158,Yale University,2.85,Masters,New York City,F,0,0,0,2,Junior SWE,02/18,08/21,Junior SWE,07/18,01/19,Senior SWE,07/18,05/17
159,American University,2.41,Masters,Charlottesville,M,0,0,0,0,Senior SWE,12/19,10/21,Data Scientist,08/18,07/19,N/A,N/A,N/A
160,Harvard University,2.97,Bachelors,Boston,F,0,1,0,2,Junior SWE,06/18,09/21,N/A,N/A,N/A,N/A,N/A,N/A
161,Howard University,3.74,Bachelors,New York City,F,0,1,N/A,1,Junior SWE,06/18,02/22,N/A,N/A,N/A,N/A,N/A,N/A
162,Brandeis University,2.98,Bachelors,Charlottesville,M,0,0,0,0,Lawyer,08/20,10/23,Lawyer,11/19,09/20,N/A,N/A,N/A
163,Fordham University,2.79,Bachelors,New York City,M,0,0,N/A,4,ML Engineer,02/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A
164,Fordham University,2.0,PhD,Miami,F,0,1,0,0,Junior SWE,04/19,08/22,N/A,N/A,N/A,N/A,N/A,N/A
165,Providence University,1.92,Bachelors,Waltham,M,0,1,0,1,Data Scientist,11/19,09/23,Junior SWE,10/15,10/21,Junior SWE,01/15,01/18
166,Harvard University,3.47,Masters,Providence,F,N/A,1,0,2,Junior SWE,06/17,08/23,N/A,N/A,N/A,N/A,N/A,N/A
167,Brandeis University,1.72,Masters,Chicago,N/A,0,1,0,1,Senior SWE,11/17,03/23,Data Scientist,04/18,06/19,N/A,N/A,N/A
168,Yale University,3.95,Bachelors,Providence,M,N/A,1,0,1,Data Scientist,11/19,07/21,Senior SWE,04/18,12/19,N/A,N/A,N/A
169,Brandeis University,3.88,Masters,Los Angeles,M,0,1,0,1,Data Scientist,03/18,03/23,Lawyer,10/19,07/21,N/A,N/A,N/A
170,American University,2.53,Masters,Waltham,N/A,0,1,1,3,Senior SWE,08/19,09/22,N/A,N/A,N/A,N/A,N/A,N/A
171,Harvard University,1.45,Bachelors,Miami,M,1,1,1,4,Senior SWE,01/19,12/22,Senior SWE,11/17,03/19,N/A,N/A,N/A
172,Yale University,2.56,PhD,Boston,F,N/A,1,1,2,ML Engineer,10/18,04/21,N/A,N/A,N/A,N/A,N/A,N/A
173,American University,1.93,Bachelors,Miami,F,0,1,0,2,Senior SWE,06/17,04/21,ML Engineer,02/17,03/20,Data Scientist,01/15,04/18
174,Harvard University,3.53,Bachelors,Los Angeles,M,0,1,0,1,Junior SWE,06/20,04/22,Lawyer,09/17,07/19,N/A,N/A,N/A
175,American University,1.24,Bachelors,Boston,F,N/A,1,0,3,ML Engineer,08/18,11/21,N/A,N/A,N/A,N/A,N/A,N/A
176,Howard University,1.41,Bachelors,New York City,M,N/A,1,0,1,ML Engineer,10/17,01/23,ML Engineer,02/17,01/20,N/A,N/A,N/A
177,Yale University,3.02,Bachelors,New York City,N/A,0,1,0,0,Data Scientist,08/18,11/21,N/A,N/A,N/A,N/A,N/A,N/A
178,American University,3.82,Bachelors,Chicago,F,0,0,1,3,Data Scientist,09/19,04/22,N/A,N/A,N/A,N/A,N/A,N/A
179,Harvard University,2.45,PhD,Los Angeles,F,0,1,0,1,Lawyer,03/18,12/21,N/A,N/A,N/A,N/A,N/A,N/A
180,Howard University,3.1,Masters,Waltham,M,0,1,0,4,Data Scientist,08/17,05/21,N/A,N/A,N/A,N/A,N/A,N/A
181,Fordham University,1.56,Bachelors,Los Angeles,M,0,1,0,0,Senior SWE,12/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A
182,Yale University,3.62,Bachelors,Chicago,M,0,1,0,1,Data Scientist,06/18,05/22,Senior SWE,05/18,01/21,N/A,N/A,N/A
183,American University,1.08,Bachelors,Los Angeles,M,0,1,0,2,Senior SWE,12/19,10/23,N/A,N/A,N/A,N/A,N/A,N/A
184,Brandeis University,2.89,Bachelors,Charlottesville,M,0,1,0,1,Lawyer,12/17,09/21,N/A,N/A,N/A,N/A,N/A,N/A
185,Fordham University,2.9,Bachelors,Waltham,M,0,1,0,0,Data Scientist,08/19,05/23,Data Scientist,08/17,08/21,Junior SWE,12/13,06/17
186,Providence University,2.56,Bachelors,Boston,M,0,1,0,0,Lawyer,10/18,05/22,Senior SWE,08/17,08/19,N/A,N/A,N/A
187,Brandeis University,1.39,Masters,Charlottesville,M,0,1,1,1,Lawyer,09/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A
188,Yale University,2.22,Masters,Los Angeles,F,0,1,0,3,Data Scientist,04/19,07/23,N/A,N/A,N/A,N/A,N/A,N/A
189,Fordham University,1.1,Bachelors,Charlottesville,F,0,1,0,3,ML Engineer,06/20,04/23,N/A,N/A,N/A,N/A,N/A,N/A
190,Howard University,1.24,Masters,Boston,M,0,1,0,0,ML Engineer,06/17,04/22,N/A,N/A,N/A,N/A,N/A,N/A
