applicant_id,score
"171","2.71"
"172","6.0"
"173","3.22"
"174","8.53"
"175","7.32"
"176","2.35"
"177","1.35"
"178","0.02"
"179","6.69"
"180","0.36"
"181","5.02"
"182","7.05"
"183","9.51"
"184","5.12"
"185","0.03"
"186","0.12"
"187","1.39"
"188","5.91"
"189","7.88"
"190","4.88"
"191","7.88"
"192","0.57"
"193","5.45"
"194","6.41"
"195","1.45"
"196","7.28"
"197","0.86"
"198","8.02"
"199","2.15"
"200","0.54"
"201","4.59"
"202","7.47"
"203","9.6"
"204","5.73"
"205","9.83"
"206","6.81"
"207","2.62"
"208","2.38"
"209","9.58"
"210","4.78"
"211","5.65"
"212","3.71"
"213","9.41"
"214","5.68"
"215","7.36"
"216","5.31"
"217","5.24"
"218","8.4"
"219","4.94"
"220","0.2"
"221","5.84"
"222","4.96"
"223","6.38"
"224","9.21"
"225","9.22"
"226","6.95"
"227","8.41"
"228","3.14"
"229","0.67"
"230","8.2"
"231","6.1"
"232","4.97"
"233","8.61"
"234","3.53"
"235","3.72"
"236","4.01"
"237","3.13"
"238","0.56"
"239","9.53"
"240","9.29"
"241","6.41"
"242","1.39"
"243","4.97"
"244","1.05"
"245","1.45"
"246","9.9"
"247","8.19"
"248","4.79"
"249","8.96"
"250","9.37"
"251","6.95"
"252","8.53"
"253","1.8"
"254","3.23"
"255","5.52"
"256","2.5"
"257","7.82"
"258","0.78"
"259","0.19"
"260","5.98"
"261","5.67"
"262","0.23"
"263","9.42"
"264","7.64"
"265","6.44"
"266","5.18"
"267","0.47"
"268","1.77"
"269","3.36"
"270","6.18"
"271","9.89"
"272","7.87"
"273","9.56"
"274","0.14"
"275","6.85"
"276","6.3"
"277","0.16"
"278","3.16"
"279","5.81"
"280","2.62"
"281","8.23"
"282","6.58"
"283","7.38"
"284","4.53"
"285","3.89"
"286","9.82"
"287","0.66"
"288","7.61"
"289","0.78"
"290","4.85"
"291","4.86"
"292","5.72"
"293","9.13"
"294","9.34"
"295","1.28"
"296","8.96"
"297","6.02"
"298","6.59"
"299","1.27"
"300","0.36"
"301","4.42"
"302","5.45"
"303","4.56"
"304","9.37"
"305","6.42"
"306","3.01"
"307","2.15"
"308","8.59"
"309","3.0"
"310","6.02"
"311","5.88"
"312","5.43"
"313","6.66"
"314","1.52"
"315","6.54"
"316","6.9"
"317","3.59"
"318","0.0"
"319","6.86"
"320","9.22"
"321","1.21"
"322","3.07"
"323","9.37"
"324","9.28"
"325","9.69"
"326","7.07"
"327","3.02"
"328","4.2"
"329","9.05"
"330","5.55"
"331","9.44"
"332","7.65"
"333","7.76"
"334","6.45"
"335","7.67"
"336","2.67"
"337","8.91"
"338","5.5"
"339","7.5"
"340","7.03"
"341","7.66"
"342","2.48"
"343","1.53"
"344","9.11"
"345","7.13"
"346","1.26"
"347","9.15"
"348","2.94"
"349","0.79"
"350","6.86"
"351","4.89"
"352","6.67"
"353","5.27"
"354","0.02"
"355","9.54"
"356","1.67"
"357","8.08"
"358","7.03"
"359","1.91"
"360","4.75"
"361","7.28"
"362","5.68"
"363","0.95"
"364","7.5"
"365","3.29"
"366","0.55"
"367","7.98"
"368","1.2"
"369","7.29"
"370","1.3"
"371","0.87"
"372","9.3"
"373","0.25"
"374","7.87"
"375","2.97"
"376","5.51"
"377","2.85"
"378","2.61"
"379","4.48"
"380","3.64"
"381","9.98"
"382","0.81"
"383","1.87"
"384","8.51"
"385","4.77"
"386","8.74"
"387","4.52"
"388","7.06"
"389","1.84"
"390","6.13"
"391","5.55"
"392","2.45"
"393","1.37"
"394","9.64"
"395","7.18"
"396","3.69"
"397","7.08"
"398","6.58"
"399","6.36"
"400","1.22"
"401","3.25"
"402","8.87"
"403","0.61"
"404","9.56"
"405","8.84"
"406","0.22"
"407","1.95"
"408","6.36"
"409","4.45"
"410","7.33"
"411","3.32"
"412","1.4"
"413","2.6"
"414","6.32"
"415","7.78"
"416","8.22"
"417","5.84"
"418","2.81"
"419","0.02"
"420","5.75"
"421","7.66"
"422","4.29"
"423","2.37"
"424","2.13"
"425","0.04"
"426","9.0"
"427","9.04"
"428","2.88"
"429","4.68"
"430","5.7"
"431","3.47"
"432","9.19"
"433","4.52"
"434","2.3"
"435","7.17"
"436","0.76"
"437","5.92"
"438","3.14"
"439","2.5"
"440","6.65"
"441","5.52"
"442","3.2"
"443","2.98"
"444","4.86"
"445","2.09"
"446","4.9"
"447","1.22"
"448","7.54"
"449","8.25"
"450","4.32"
"451","8.14"
"452","2.65"
"453","3.44"
"454","9.4"
"455","9.36"
"456","5.1"
"457","4.09"
"458","7.86"
"459","3.54"
"460","4.25"
"461","2.18"
"462","7.13"
"463","6.69"
"464","2.19"
"465","5.79"
"466","2.61"
"467","5.0"
"468","5.97"
"469","0.44"
"470","9.65"
"471","6.71"
"472","4.91"
"473","9.31"
"474","5.99"
"475","5.19"
"476","2.27"
"477","0.93"
"478","4.57"
"479","6.49"
"480","7.85"
"481","3.34"
"482","4.89"
"483","8.08"
"484","9.19"
"485","2.03"
"486","8.44"
"487","5.61"
"488","1.59"
"489","9.81"
"490","0.42"
"491","6.57"
"492","1.89"
"493","6.31"
"494","6.31"
"495","0.32"
"496","5.61"
"497","3.22"
"498","4.74"
"499","1.75"
"500","1.62"
"501","7.08"
"502","3.62"
"503","4.25"
"504","1.35"
"505","3.19"
"506","7.64"
"507","5.01"
"508","3.19"
"509","5.47"
"510","7.78"
"511","9.38"
"512","3.17"
"513","1.05"
"514","3.93"
"515","4.46"
"516","0.03"
"517","8.75"
"518","1.06"
"519","8.5"
"520","6.23"
"521","1.63"
"522","0.06"
"523","2.66"
"524","9.71"
"525","9.0"
"526","7.01"
"527","5.47"
"528","2.58"
"529","10.0"
"530","8.78"
"531","5.05"
"532","0.89"
"533","6.99"
"534","4.43"
"535","3.05"
"536","7.67"
"537","1.95"
"538","6.93"
"539","8.7"
"540","2.14"
"541","0.76"
"542","4.37"
"543","4.82"
"544","5.07"
"545","2.7"
"546","3.95"
"547","5.82"
"548","2.95"
"549","6.43"
"550","8.98"
"551","6.05"
"552","9.59"
"553","1.19"
"554","2.43"
"555","4.21"
"556","4.36"
"557","8.69"
"558","6.91"
"559","1.07"
"560","1.3"
"561","0.79"
"562","0.94"
"563","1.1"
"564","6.95"
"565","4.77"
"566","1.64"
"567","0.74"
"568","1.83"
"569","5.18"
"570","9.66"
"571","2.03"
"572","9.51"
"573","9.91"
"574","5.65"
"575","0.96"
"576","5.17"
"577","7.47"
"578","4.39"
"579","0.41"
"580","1.88"
"581","9.54"
"582","7.15"
"583","6.18"
"584","9.82"
"585","8.52"
"586","6.65"
"587","6.05"
"588","1.27"
"589","9.56"
"590","3.93"
"591","9.57"
"592","9.96"
"593","7.0"
"594","1.96"
"595","0.51"
"596","5.97"
"597","9.72"
"598","5.38"
"599","8.14"
"600","9.42"
"601","8.88"
"602","9.94"
"603","7.62"
"604","1.63"
"605","7.5"
"606","0.86"
"607","0.17"
"608","9.52"
"609","3.01"
"610","0.78"
"611","4.16"
"612","1.32"
"613","7.95"
"614","5.36"
"615","0.35"
"616","0.33"
"617","8.59"
"618","5.17"
"619","8.76"
"620","9.93"
"621","1.23"
"622","9.52"
"623","0.6"
"624","6.1"
"625","5.31"
"626","4.73"
"627","1.09"
"628","2.69"
"629","9.01"
"630","6.11"
"631","6.74"
"632","0.37"
"633","9.43"
"634","1.67"
"635","0.85"
"636","3.76"
"637","2.72"
"638","5.39"
"639","1.66"
"640","6.94"
"641","9.31"
"642","9.37"
"643","4.73"
"644","2.06"
"645","7.29"
"646","1.07"
"647","5.59"
"648","5.28"
"649","8.15"
"650","8.05"
"651","8.79"
"652","5.53"
"653","1.51"
"654","4.13"
"655","2.06"
"656","7.25"
"657","4.47"
"658","4.5"
"659","9.28"
"660","0.67"
"661","2.51"
"662","6.71"
"663","2.93"
"664","4.27"
"665","7.73"
"666","0.92"
"667","0.57"
"668","8.32"
"669","4.96"
"670","3.99"
"671","9.01"
"672","8.6"
"673","3.26"
"674","3.34"
"675","3.14"
"676","5.2"
"677","3.57"
"678","4.36"
"679","0.48"
"680","1.88"
"681","2.34"
"682","1.04"
"683","3.34"
"684","8.88"
"685","1.77"
"686","9.94"
"687","7.55"
"688","1.84"
"689","9.22"
"690","4.71"
"691","3.09"
"692","9.95"
"693","7.15"
"694","7.66"
"695","5.55"
"696","6.2"
"697","6.21"
"698","8.08"
"699","7.23"
"700","0.97"
"701","3.26"
"702","5.96"
"703","8.4"
"704","3.35"
"705","6.0"
"706","7.91"
"707","7.53"
"708","9.26"
"709","6.45"
"710","0.78"
"711","4.13"
"712","1.49"
"713","3.81"
"714","2.6"
"715","1.82"
"716","7.25"
"717","5.17"
"718","2.9"
"719","4.51"
"720","1.95"
"721","0.95"
"722","3.78"
"723","0.66"
"724","0.78"
"725","3.07"
"726","2.12"
"727","1.53"
"728","5.19"
"729","4.36"
"730","3.57"
"731","6.76"
"732","8.65"
"733","0.24"
"734","5.02"
"735","2.11"
"736","8.96"
"737","6.04"
"738","2.85"
"739","5.08"
"740","0.37"
"741","4.84"
"742","6.08"
"743","9.75"
"744","2.22"
"745","5.63"
"746","4.24"
"747","2.8"
"748","7.07"
"749","1.68"
"750","8.06"
"751","6.67"
"752","4.49"
"753","9.75"
"754","3.21"
"755","5.52"
"756","3.66"
"757","0.93"
"758","0.72"
"759","7.4"
"760","1.61"
"761","4.44"
"762","3.6"
"763","9.75"
"764","3.51"
"765","1.38"
"766","4.64"
"767","9.29"
"768","5.16"
"769","9.77"
"770","5.66"
"771","2.73"
"772","7.81"
"773","1.92"
"774","6.12"
"775","0.66"
"776","7.91"
"777","7.48"
"778","8.44"
"779","9.76"
"780","4.82"
"781","8.91"
"782","6.56"
"783","4.02"
"784","5.06"
"785","6.04"
"786","9.25"
"787","6.24"
"788","3.68"
"789","1.45"
"790","9.61"
"791","4.21"
"792","9.51"
"793","6.81"
"794","3.21"
"795","2.05"
"796","7.21"
"797","7.95"
"798","2.0"
"799","1.73"
"800","4.44"
"801","2.92"
"802","7.93"
"803","7.62"
"804","1.17"
"805","0.57"
"806","2.5"
"807","1.9"
"808","7.93"
"809","3.63"
"810","3.95"
"811","6.94"
"812","0.37"
"813","7.86"
"814","9.13"
"815","7.07"
"816","4.95"
"817","2.16"
"818","6.79"
"819","8.95"
"820","4.72"
"821","2.23"
"822","9.24"
"823","7.09"
"824","7.34"
"825","0.9"
"826","7.44"
"827","4.82"
"828","9.42"
"829","2.44"
"830","5.41"
"831","8.9"
"832","0.9"
"833","1.32"
"834","3.39"
"835","5.06"
"836","3.0"
"837","0.56"
"838","7.4"
"839","4.39"
"840","8.94"
"841","9.21"
"842","7.69"
"843","7.97"
"844","3.83"
"845","6.08"
"846","6.93"
"847","4.94"
"848","1.32"
"849","8.89"
"850","8.6"
"851","8.14"
"852","6.13"
"853","6.97"
"854","5.71"
"855","0.91"
"856","1.7"
"857","5.07"
"858","6.67"
"859","2.7"
"860","8.43"
"861","1.74"
"862","3.9"
"863","9.98"
"864","7.75"
"865","0.21"
"866","7.37"
"867","1.43"
"868","1.09"
"869","6.78"
"870","7.87"
"871","2.55"
"872","1.02"
"873","9.23"
"874","1.91"
"875","6.96"
"876","3.12"
"877","6.3"
"878","9.4"
"879","4.82"
"880","9.36"
"881","3.38"
"882","3.6"
"883","4.2"
"884","5.67"
"885","4.41"
"886","8.21"
"887","6.45"
"888","0.88"
"889","6.87"
"890","0.7"
"891","1.23"
"892","0.47"
"893","6.44"
"894","4.54"
"895","2.06"
"896","7.53"
"897","2.73"
"898","6.42"
"899","1.19"
"900","6.46"
"901","1.57"
"902","5.43"
"903","3.54"
"904","2.4"
"905","4.85"
"906","3.92"
"907","5.29"
"908","5.75"
"909","7.99"
"910","4.44"
"911","1.79"
"912","2.45"
"913","9.2"
"914","3.08"
"915","8.24"
"916","8.57"
"917","7.8"
"918","7.2"
"919","0.51"
"920","6.28"
"921","3.64"
"922","1.94"
"923","1.92"
"924","9.49"
"925","7.64"
"926","7.55"
"927","5.54"
"928","8.63"
"929","8.65"
"930","5.2"
"931","6.59"
"932","8.49"
"933","5.83"
"934","8.12"
"935","3.82"
"936","1.76"
"937","3.58"
"938","6.3"
"939","1.36"
"940","0.33"
"941","9.3"
"942","6.21"
"943","4.91"
"944","8.41"
"945","7.4"
"946","6.32"
"947","4.89"
"948","1.14"
"949","8.14"
"950","5.26"
"951","4.7"
"952","6.81"
"953","4.12"
"954","7.36"
"955","7.04"
"956","9.82"
"957","3.07"
"958","5.75"
"959","6.05"
"960","0.14"
"961","1.47"
"962","6.65"
"963","0.49"
"964","4.85"
"965","3.64"
"966","6.63"
"967","0.79"
"968","8.71"
"969","5.91"
"970","1.45"
"971","8.59"
"972","1.55"
"973","4.44"
"974","1.98"
"975","0.79"
"976","4.99"
"977","8.49"
"978","8.69"
"979","7.61"
"980","4.11"
"981","0.26"
"982","6.06"
"983","0.08"
"984","2.98"
"985","3.03"
"986","9.91"
"987","1.1"
"988","2.47"
"989","3.24"
"990","4.36"
"991","7.74"
"992","0.87"
"993","8.3"
"994","5.42"
"995","0.5"
"996","8.14"
"997","5.31"
"998","0.89"
"999","5.21"
"1000","2.62"
"1001","5.27"
"1002","8.16"
"1003","3.32"
"1004","5.54"
"1005","8.54"
"1006","4.27"
"1007","7.36"
"1008","7.66"
"1009","2.05"
"1010","4.03"
"1011","0.32"
"1012","7.58"
"1013","8.41"
"1014","6.76"
"1015","4.21"
"1016","4.43"
"1017","7.09"
"1018","6.1"
"1019","9.86"
"1020","5.57"
"1021","7.02"
"1022","3.85"
"1023","3.16"
"1024","0.74"
"1025","1.43"
"1026","9.23"
"1027","7.17"
"1028","1.37"
"1029","8.23"
"1030","3.09"
"1031","6.21"
"1032","6.61"
"1033","1.31"
"1034","1.05"
"1035","4.37"
"1036","3.28"
"1037","9.91"
"1038","8.86"
"1039","2.63"
"1040","2.63"
"1041","7.97"
"1042","8.1"
"1043","9.91"
"1044","2.45"
"1045","0.91"
"1046","2.27"
"1047","7.63"
"1048","8.58"
"1049","6.28"
"1050","1.16"
"1051","8.05"
"1052","6.08"
"1053","5.45"
"1054","6.61"
"1055","1.8"
"1056","6.94"
"1057","1.07"
"1058","3.4"
"1059","9.57"
"1060","4.05"
"1061","9.83"
"1062","0.32"
"1063","5.27"
"1064","4.93"
"1065","4.71"
"1066","1.05"
"1067","6.47"
"1068","6.98"
"1069","0.53"
"1070","6.73"
"1071","2.78"
"1072","4.97"
"1073","2.97"
"1074","1.51"
"1075","5.45"
"1076","2.48"
"1077","6.07"
"1078","3.62"
"1079","8.76"
"1080","0.26"
"1081","6.07"
"1082","9.17"
"1083","0.98"
"1084","6.94"
"1085","9.59"
"1086","8.79"
"1087","9.72"
"1088","1.85"
"1089","3.9"
"1090","3.28"
"1091","8.77"
"1092","7.36"
"1093","1.25"
"1094","3.61"
"1095","5.04"
"1096","9.01"
"1097","2.0"
"1098","9.86"
"1099","3.58"
"1100","5.52"
"1101","6.35"
"1102","8.42"
"1103","1.6"
"1104","9.06"
"1105","3.57"
"1106","5.54"
"1107","9.79"
"1108","9.04"
"1109","5.21"
"1110","9.64"
"1111","9.57"
"1112","5.8"
"1113","2.04"
"1114","8.2"
"1115","8.65"
"1116","8.37"
"1117","9.15"
"1118","9.41"
"1119","4.33"
"1120","4.44"
"1121","1.74"
"1122","9.45"
"1123","7.9"
"1124","2.23"
"1125","5.71"
"1126","7.12"
"1127","5.57"
"1128","3.34"
"1129","9.1"
"1130","3.33"
"1131","5.64"
"1132","0.07"
"1133","6.88"
"1134","3.86"
"1135","2.67"
"1136","8.0"
"1137","6.17"
"1138","4.26"
"1139","5.52"
"1140","7.68"
"1141","8.4"
"1142","3.86"
"1143","1.03"
"1144","6.86"
"1145","1.65"
"1146","4.29"
"1147","3.35"
"1148","6.78"
"1149","3.67"
"1150","6.58"
"1151","0.58"
"1152","9.25"
"1153","0.57"
"1154","1.33"
"1155","1.21"
"1156","2.3"
"1157","7.62"
"1158","1.09"
"1159","8.74"
"1160","2.53"
"1161","3.8"
"1162","0.9"
"1163","9.1"
"1164","2.53"
"1165","4.19"
"1166","6.82"
"1167","9.67"
"1168","1.1"
"1169","8.42"
"1170","0.17"
"1171","9.24"
"1172","8.43"
"1173","8.42"
"1174","7.11"
"1175","3.51"
"1176","3.42"
"1177","3.79"
"1178","3.6"
"1179","0.44"
"1180","6.26"
"1181","7.84"
"1182","2.67"
"1183","9.29"
"1184","9.81"
"1185","8.05"
"1186","9.91"
"1187","5.04"
"1188","4.05"
"1189","8.95"
"1190","7.34"
"1191","0.32"
"1192","8.26"
"1193","0.29"
"1194","1.78"
"1195","3.19"
"1196","9.61"
"1197","8.49"
"1198","5.17"
"1199","5.32"
"1200","1.75"
"1201","6.74"
"1202","5.84"
"1203","8.92"
"1204","0.62"
"1205","7.04"
"1206","2.76"
"1207","8.89"
"1208","7.12"
"1209","1.99"
"1210","4.96"
"1211","0.68"
"1212","9.25"
"1213","2.27"
"1214","2.49"
"1215","5.48"
"1216","5.02"
"1217","0.47"
"1218","1.02"
"1219","8.55"
"1220","5.76"
"1221","2.81"
"1222","0.2"
"1223","6.96"
"1224","7.78"
"1225","0.92"
"1226","4.51"
"1227","1.66"
"1228","6.46"
"1229","4.99"
"1230","3.74"
"1231","7.14"
"1232","6.07"
"1233","9.35"
"1234","2.03"
"1235","5.29"
"1236","8.12"
"1237","4.29"
"1238","9.66"
"1239","8.23"
"1240","5.26"
"1241","3.04"
"1242","5.36"
"1243","0.28"
"1244","4.81"
"1245","0.13"
"1246","7.02"
"1247","0.21"
"1248","4.52"
"1249","7.14"
"1250","5.28"
"1251","2.3"
"1252","4.46"
"1253","3.62"
"1254","0.8"
"1255","9.03"
"1256","8.37"
"1257","8.17"
"1258","6.22"
"1259","0.32"
"1260","7.41"
"1261","0.12"
"1262","9.25"
"1263","1.96"
"1264","4.55"
"1265","7.81"
"1266","3.61"
"1267","3.51"
"1268","6.52"
"1269","5.02"
"1270","1.88"
"1271","9.88"
"1272","2.77"
"1273","0.33"
"1274","1.92"
"1275","3.65"
"1276","6.39"
"1277","1.9"
"1278","8.97"
"1279","0.13"
"1280","4.71"
"1281","5.45"
"1282","5.77"
"1283","8.19"
"1284","2.04"
"1285","5.37"
"1286","7.56"
"1287","8.14"
"1288","0.11"
"1289","4.24"
"1290","7.29"
"1291","6.2"
"1292","4.96"
"1293","5.13"
"1294","1.22"
"1295","4.16"
"1296","8.84"
"1297","0.88"
"1298","9.02"
"1299","3.99"
"1300","2.84"
"1301","0.71"
"1302","0.9"
"1303","5.48"
"1304","4.96"
"1305","8.67"
"1306","1.65"
"1307","8.23"
"1308","6.19"
"1309","5.47"
"1310","9.34"
"1311","6.74"
"1312","0.93"
"1313","6.31"
"1314","7.44"
"1315","6.68"
"1316","4.41"
"1317","1.32"
"1318","3.29"
"1319","5.39"
"1320","4.44"
"1321","4.71"
"1322","1.66"
"1323","2.68"
"1324","1.34"
"1325","7.8"
"1326","8.94"
"1327","4.85"
"1328","2.79"
"1329","9.93"
"1330","1.89"
"1331","4.86"
"1332","7.76"
"1333","1.87"
"1334","0.87"
"1335","9.36"
"1336","6.75"
"1337","8.89"
"1338","5.55"
"1339","8.47"
"1340","5.81"
"1341","6.47"
"1342","6.81"
"1343","2.65"
"1344","3.41"
"1345","0.37"
"1346","7.31"
"1347","0.89"
"1348","3.84"
"1349","9.74"
"1350","2.39"
"1351","0.13"
"1352","4.6"
"1353","7.95"
"1354","6.92"
"1355","4.75"
"1356","5.09"
"1357","3.69"
"1358","2.53"
"1359","0.93"
"1360","0.35"
"1361","7.65"
"1362","6.69"
"1363","6.15"
"1364","7.0"
"1365","6.51"
"1366","8.01"
"1367","0.88"
"1368","3.75"
"1369","9.7"
"1370","2.08"
"1371","0.71"
"1372","3.84"
"1373","7.08"
"1374","6.64"
"1375","8.18"
"1376","2.36"
"1377","9.22"
"1378","8.88"
"1379","4.37"
"1380","1.81"
"1381","1.32"
"1382","0.29"
"1383","5.89"
"1384","6.36"
"1385","3.94"
"1386","2.72"
"1387","3.21"
"1388","2.21"
"1389","3.05"
"1390","1.19"
"1391","8.76"
"1392","3.82"
"1393","2.91"
"1394","5.97"
"1395","9.23"
"1396","4.11"
"1397","8.56"
"1398","3.12"
"1399","2.55"
"1400","4.43"
"1401","1.16"
"1402","9.71"
"1403","3.11"
"1404","7.01"
"1405","9.97"
"1406","4.49"
"1407","1.62"
"1408","6.92"
"1409","2.03"
"1410","9.38"
"1411","3.35"
"1412","9.45"
"1413","4.95"
"1414","6.27"
"1415","3.01"
"1416","4.85"
"1417","0.63"
"1418","8.34"
"1419","4.33"
"1420","9.78"
"1421","9.18"
"1422","0.64"
"1423","8.91"
"1424","6.89"
"1425","2.14"
"1426","4.13"
"1427","3.13"
"1428","2.76"
"1429","8.21"
"1430","7.15"
"1431","9.62"
"1432","2.47"
"1433","6.58"
"1434","0.73"
"1435","4.89"
"1436","7.71"
"1437","3.52"
"1438","2.75"
"1439","2.24"
"1440","2.14"
"1441","7.67"
"1442","8.09"
"1443","7.16"
"1444","8.17"
"1445","3.74"
"1446","9.54"
"1447","2.1"
"1448","6.33"
"1449","6.36"
"1450","0.51"
"1451","0.3"
"1452","9.79"
"1453","1.49"
"1454","6.71"
"1455","7.53"
"1456","8.73"
"1457","1.84"
"1458","8.5"
"1459","8.35"
"1460","1.83"
"1461","9.67"
"1462","3.52"
"1463","1.2"
"1464","7.68"
"1465","8.49"
"1466","1.87"
"1467","8.73"
"1468","5.05"
"1469","9.98"
"1470","1.23"
"1471","7.41"
"1472","9.63"
"1473","1.58"
"1474","6.9"
"1475","3.8"
"1476","8.13"
"1477","4.35"
"1478","1.53"
"1479","5.65"
"1480","6.1"
"1481","5.86"
"1482","1.45"
"1483","3.22"
"1484","2.19"
"1485","5.99"
"1486","9.59"
"1487","4.01"
"1488","0.9"
"1489","4.27"
"1490","2.58"
"1491","2.2"
"1492","8.03"
"1493","5.29"
"1494","4.21"
"1495","0.32"
"1496","9.27"
"1497","4.77"
"1498","7.9"
"1499","9.98"
"1500","4.04"
"1501","5.53"
"1502","6.19"
"1503","0.07"
"1504","4.93"
"1505","4.91"
"1506","4.8"
"1507","2.34"
"1508","5.97"
"1509","1.43"
"1510","7.39"
"1511","2.67"
"1512","9.11"
"1513","4.76"
"1514","7.13"
"1515","1.05"
"1516","5.98"
"1517","3.75"
"1518","2.78"
"1519","6.17"
"1520","3.56"
"1521","5.03"
"1522","0.41"
"1523","7.7"
"1524","4.04"
"1525","1.46"
"1526","0.04"
"1527","4.32"
"1528","9.91"
"1529","4.65"
"1530","6.35"
"1531","9.59"
"1532","0.97"
"1533","9.92"
"1534","7.43"
"1535","1.75"
"1536","6.86"
"1537","5.74"
"1538","8.62"
"1539","2.83"
"1540","0.29"
"1541","8.84"
"1542","0.72"
"1543","8.2"
"1544","2.84"
"1545","7.91"
"1546","9.87"
"1547","5.32"
"1548","7.77"
"1549","5.13"
"1550","7.32"
"1551","5.88"
"1552","6.78"
"1553","2.63"
"1554","1.18"
"1555","3.38"
"1556","8.45"
"1557","3.5"
"1558","9.73"
"1559","9.51"
"1560","8.64"
"1561","6.42"
"1562","7.88"
"1563","3.54"
"1564","4.29"
"1565","5.54"
"1566","1.29"
"1567","7.34"
"1568","2.97"
"1569","9.45"
"1570","5.98"
"1571","6.39"
"1572","7.32"
"1573","1.23"
"1574","7.85"
"1575","6.08"
"1576","3.44"
"1577","0.8"
"1578","5.88"
"1579","0.97"
"1580","0.04"
"1581","3.29"
"1582","5.37"
"1583","3.75"
"1584","1.65"
"1585","7.76"
"1586","6.44"
"1587","9.44"
"1588","4.79"
"1589","5.81"
"1590","1.57"
"1591","3.54"
"1592","1.98"
"1593","0.73"
"1594","2.64"
"1595","3.0"
"1596","8.78"
"1597","3.26"
"1598","8.84"
"1599","5.82"
"1600","1.71"
"1601","0.75"
"1602","5.4"
"1603","7.68"
"1604","7.99"
"1605","0.58"
"1606","7.57"
"1607","0.03"
"1608","8.06"
"1609","2.08"
"1610","3.81"
"1611","0.54"
"1612","1.19"
"1613","7.15"
"1614","8.54"
"1615","3.72"
"1616","3.27"
"1617","1.19"
"1618","8.57"
"1619","7.68"
"1620","0.28"
"1621","6.01"
"1622","1.85"
"1623","8.83"
"1624","6.51"
"1625","3.41"
"1626","3.79"
"1627","8.66"
"1628","7.73"
"1629","8.5"
"1630","0.11"
"1631","0.88"
"1632","2.08"
"1633","8.68"
"1634","1.09"
"1635","8.32"
"1636","9.05"
"1637","2.52"
"1638","3.85"
"1639","2.36"
"1640","6.45"
"1641","6.39"
"1642","7.02"
"1643","8.5"
"1644","5.18"
"1645","2.95"
"1646","7.78"
"1647","9.63"
"1648","7.04"
"1649","8.12"
"1650","1.06"
"1651","7.84"
"1652","9.97"
"1653","3.45"
"1654","5.73"
"1655","0.02"
"1656","5.52"
"1657","9.37"
"1658","4.93"
"1659","6.29"
"1660","2.03"
"1661","9.61"
"1662","4.46"
"1663","1.21"
"1664","4.43"
