Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
113,Harvard University,3.09,Bachelors,Charlottesville,N/A,0.0,1,0.0,0,Lawyer,03/18,03/23,Junior SWE,09/18,12/19,N/A,N/A,N/A,5.77
114,Providence University,1.99,Bachelors,Charlottesville,F,0.0,1,0.0,1,Lawyer,05/18,11/22,N/A,N/A,N/A,N/A,N/A,N/A,9.93
115,Fordham University,1.25,Bachelors,Chicago,M,0.0,1,0.0,4,ML Engineer,07/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A,3.04
116,Harvard University,1.68,Bachelors,Providence,M,0.0,0,0.0,1,Data Scientist,10/20,12/22,N/A,N/A,N/A,N/A,N/A,N/A,7.39
117,Providence University,3.63,Bachelors,New York City,F,1.0,1,0.0,3,Senior SWE,10/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A,4.54
118,Brandeis University,3.54,Bachelors,Chicago,N/A,0.0,1,0.0,2,Data Scientist,09/19,06/22,Junior SWE,01/16,04/19,N/A,N/A,N/A,6.16
119,Yale University,3.86,PhD,Miami,M,0.0,1,0.0,3,Senior SWE,10/17,10/21,N/A,N/A,N/A,N/A,N/A,N/A,4.04
120,Brandeis University,2.1,Bachelors,New York City,M,0.0,1,1.0,2,ML Engineer,10/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,7.91
121,Providence University,2.11,PhD,Boston,F,1.0,1,0.0,0,Senior SWE,09/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,3.45
122,Yale University,1.06,Bachelors,Miami,M,0.0,1,N/A,2,Junior SWE,10/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,9.61
123,American University,3.81,Bachelors,Providence,F,0.0,1,0.0,0,Lawyer,06/18,05/21,N/A,N/A,N/A,N/A,N/A,N/A,9.37
124,American University,2.72,Bachelors,New York City,M,N/A,0,0.0,0,Data Scientist,03/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A,6.48
125,Yale University,3.55,PhD,Miami,M,0.0,1,0.0,1,Senior SWE,09/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A,5.68
126,Yale University,2.34,PhD,Providence,F,1.0,1,0.0,0,Senior SWE,10/19,04/23,Senior SWE,03/19,03/20,N/A,N/A,N/A,1.24
127,Brandeis University,3.21,Masters,Boston,M,0.0,1,0.0,4,Data Scientist,05/18,05/22,N/A,N/A,N/A,N/A,N/A,N/A,7.87
128,Howard University,1.09,PhD,Chicago,M,0.0,1,0.0,0,Junior SWE,10/18,10/22,N/A,N/A,N/A,N/A,N/A,N/A,7.99
129,Howard University,2.95,Bachelors,Providence,F,N/A,0,0.0,2,Junior SWE,10/17,09/23,N/A,N/A,N/A,N/A,N/A,N/A,3.11
130,Brandeis University,1.96,Masters,Los Angeles,M,0.0,1,0.0,2,ML Engineer,09/20,06/22,Junior SWE,02/16,06/19,Junior SWE,05/13,03/19,5.56
131,Howard University,2.18,Bachelors,Miami,F,0.0,1,0.0,1,ML Engineer,07/17,11/21,Lawyer,12/18,01/21,N/A,N/A,N/A,5.29
132,American University,2.17,Bachelors,Charlottesville,F,0.0,1,0.0,1,Data Scientist,06/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,7.63
133,Harvard University,3.09,Bachelors,Los Angeles,F,0.0,0,0.0,4,ML Engineer,07/18,05/23,Lawyer,01/18,11/20,N/A,N/A,N/A,6.08
134,Harvard University,2.73,Masters,Providence,F,0.0,1,0.0,4,Junior SWE,09/17,11/23,Junior SWE,09/19,09/19,N/A,N/A,N/A,1.53
135,Harvard University,1.63,Masters,Charlottesville,F,1.0,1,0.0,0,Junior SWE,07/17,08/23,N/A,N/A,N/A,N/A,N/A,N/A,7.53
136,Yale University,3.43,Masters,Miami,F,0.0,1,0.0,3,Junior SWE,12/19,09/21,N/A,N/A,N/A,N/A,N/A,N/A,5.69
137,Brandeis University,2.63,Masters,Chicago,F,1.0,1,0.0,4,ML Engineer,09/20,02/23,Data Scientist,05/15,11/20,Data Scientist,10/17,02/18,6.63
138,Howard University,1.41,Bachelors,Chicago,N/A,0.0,1,N/A,2,Junior SWE,11/20,04/22,Data Scientist,10/18,11/19,N/A,N/A,N/A,2.61
139,Fordham University,2.86,Bachelors,Charlottesville,N/A,0.0,1,1.0,2,Junior SWE,03/17,11/23,Senior SWE,12/15,05/20,N/A,N/A,N/A,0.7
140,American University,2.31,Masters,New York City,F,0.0,1,0.0,0,ML Engineer,01/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A,0.43
141,Yale University,1.85,Bachelors,Boston,F,0.0,0,0.0,3,Senior SWE,02/19,08/23,Senior SWE,08/15,03/21,Data Scientist,07/18,07/18,3.34
142,Fordham University,1.43,Bachelors,Los Angeles,M,1.0,1,0.0,4,Lawyer,06/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,9.38
143,Howard University,3.7,Bachelors,Charlottesville,M,0.0,1,0.0,3,Lawyer,06/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A,9.79
144,Fordham University,2.35,PhD,Charlottesville,M,0.0,0,0.0,2,Senior SWE,10/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,0.03
145,Brandeis University,2.59,Bachelors,Miami,F,0.0,1,0.0,0,Junior SWE,10/18,09/23,N/A,N/A,N/A,N/A,N/A,N/A,8.81
146,Howard University,1.89,Masters,Boston,M,0.0,1,0.0,3,Junior SWE,06/19,08/23,Data Scientist,03/15,07/21,N/A,N/A,N/A,9.38
147,Yale University,1.78,Bachelors,Waltham,N/A,0.0,1,0.0,2,ML Engineer,01/20,07/21,Junior SWE,10/16,07/20,N/A,N/A,N/A,5.09
148,Providence University,1.4,Bachelors,New York City,M,0.0,1,0.0,0,Senior SWE,08/19,07/23,ML Engineer,01/16,12/20,N/A,N/A,N/A,0.99
149,Providence University,1.77,Bachelors,Providence,F,0.0,1,N/A,3,Senior SWE,09/19,11/23,ML Engineer,09/16,01/20,Junior SWE,09/15,04/18,2.96
150,Providence University,2.44,Bachelors,Los Angeles,M,0.0,1,0.0,1,Data Scientist,06/18,12/22,Junior SWE,08/19,03/19,N/A,N/A,N/A,0.78
151,Fordham University,3.0,Masters,Boston,M,0.0,1,0.0,4,Lawyer,01/19,05/21,Lawyer,05/19,10/19,N/A,N/A,N/A,0.33
152,Fordham University,2.77,PhD,New York City,F,0.0,1,0.0,0,Senior SWE,02/17,07/23,ML Engineer,07/17,02/19,ML Engineer,09/14,08/17,6.05
153,Brandeis University,1.35,Bachelors,Waltham,F,0.0,1,0.0,1,Junior SWE,06/20,03/21,Data Scientist,08/17,03/20,ML Engineer,01/17,10/17,9.95
154,Harvard University,1.37,Bachelors,Boston,M,0.0,0,0.0,1,ML Engineer,01/19,06/23,N/A,N/A,N/A,N/A,N/A,N/A,6.7
155,American University,1.93,Bachelors,Waltham,F,1.0,1,0.0,3,Data Scientist,03/18,11/21,Senior SWE,02/16,01/19,N/A,N/A,N/A,5.41
156,Harvard University,2.47,Bachelors,Waltham,M,0.0,1,0.0,1,Senior SWE,05/19,10/23,ML Engineer,03/19,01/19,N/A,N/A,N/A,3.44
157,American University,1.74,Bachelors,New York City,F,0.0,1,0.0,2,Junior SWE,04/18,09/22,Senior SWE,06/18,03/20,N/A,N/A,N/A,1.36
158,American University,2.88,Bachelors,Boston,M,0.0,0,1.0,1,Senior SWE,10/19,08/22,N/A,N/A,N/A,N/A,N/A,N/A,6.55
159,American University,1.14,PhD,Waltham,M,0.0,1,0.0,2,Senior SWE,05/18,11/21,ML Engineer,04/17,04/21,N/A,N/A,N/A,2.27
160,Brandeis University,2.37,Bachelors,New York City,N/A,0.0,1,0.0,4,ML Engineer,12/17,06/23,Lawyer,01/16,02/21,N/A,N/A,N/A,2.41
161,Harvard University,2.77,Bachelors,Waltham,M,0.0,0,0.0,1,Lawyer,09/18,01/22,N/A,N/A,N/A,N/A,N/A,N/A,6.69
162,Providence University,2.19,PhD,Boston,M,1.0,1,0.0,3,ML Engineer,08/17,03/22,Lawyer,02/16,05/19,Junior SWE,03/14,01/19,6.82
163,Yale University,2.07,PhD,Los Angeles,M,0.0,1,0.0,1,ML Engineer,06/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A,5.99
164,Providence University,1.95,Bachelors,Los Angeles,M,0.0,1,0.0,1,Data Scientist,12/19,10/22,Senior SWE,02/17,02/20,N/A,N/A,N/A,7.46
165,Howard University,1.46,Bachelors,Chicago,M,0.0,1,0.0,2,Data Scientist,03/20,10/23,Data Scientist,11/19,05/20,N/A,N/A,N/A,8.2
166,American University,2.17,Bachelors,Boston,F,0.0,1,0.0,2,Senior SWE,10/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A,4.49
167,Howard University,3.84,Bachelors,New York City,F,1.0,1,0.0,0,Lawyer,11/18,09/22,Senior SWE,01/17,10/20,N/A,N/A,N/A,7.35
168,Yale University,2.55,Bachelors,Chicago,M,0.0,1,0.0,1,Senior SWE,12/19,12/21,N/A,N/A,N/A,N/A,N/A,N/A,0.56
169,Brandeis University,2.02,Bachelors,Boston,M,0.0,1,0.0,4,Data Scientist,08/18,08/21,Lawyer,12/18,01/20,N/A,N/A,N/A,4.53
170,Providence University,1.02,Bachelors,New York City,M,1.0,1,0.0,4,ML Engineer,12/18,09/23,N/A,N/A,N/A,N/A,N/A,N/A,5.93
171,Fordham University,2.36,Bachelors,Waltham,M,0.0,0,0.0,1,Junior SWE,09/18,08/22,N/A,N/A,N/A,N/A,N/A,N/A,2.71
